id,technique,variation_num,original_text,augmented_text,words_replaced,replacement_ratio,is_taken,need_modify,modified_text,Unnamed: 7,id_taken,Unnamed: 10
1.4e+18,Thought-terminating cliché,4,المَسْجِدُ الأَقْصَى قَضِيَّةُ أُمَّةٍ، لَا قَضِيَّة قَوْمِيَّةٍ ,مصلى نائي قضية أمة، لا موضوع قُبَليّة,4,57.10%,1.0,1.0,المَسْجِدُ الأَقْصَى موضوع أُمَّةٍ، لَا موضوع اشخاص ,,,
1.4e+18,Thought-terminating cliché,5,المَسْجِدُ الأَقْصَى قَضِيَّةُ أُمَّةٍ، لَا قَضِيَّة قَوْمِيَّةٍ ,المسجد أقصي موضوع شعبية لا إشكالية قومية,4,57.10%,1.0,1.0,المَسْجِدُ الأَقْصَى مشكلة أُمَّةٍ، لَا مشكلة جماعة ,,,
1.4e+18,Thought-terminating cliché,6,المَسْجِدُ الأَقْصَى قَضِيَّةُ أُمَّةٍ، لَا قَضِيَّة قَوْمِيَّةٍ ,مسجد جامع أقصى مشكلة أمة، لا قضية أمْلَكية,3,37.50%,1.0,1.0,المَسْجِدُ الأَقْصَى قَضِيَّةُ العالم الاسلامي لَا قَضِيَّة فلسطين فقط ,,,
1.4e+18,Name calling/Labeling,1,المَسْجِدُ الأَقْصَى قَضِيَّةُ أُمَّةٍ,مسجدٌ جامع أقصى قضية أمة,1,20.00%,1.0,1.0,الجامع الأقصى مسألة أمة,,,
1.4e+18,Name calling/Labeling,2,المَسْجِدُ الأَقْصَى قَضِيَّةُ أُمَّةٍ,مُصلّى أقصى حجة أمة,2,50.00%,1.0,1.0,المصلى الأقصى حجة أمة,,,
1.4e+18,Name calling/Labeling,2,المَسْجِدُ الأَقْصَى قَضِيَّةُ أُمَّةٍ,مُصلّى أقصى حجة أمة,2,50.00%,1.0,1.0,المصلى الأقصى خلاف أمة,,,
1.4e+18,Name calling/Labeling,3,المَسْجِدُ الأَقْصَى قَضِيَّةُ أُمَّةٍ,مسجدٌ حرام أبعدُ حادثة رَحِم,4,80.00%,1.0,1.0,المَسْجِدُ الأَقْصَى مسألة خلافية للمسلمين,,,
1.4e+18,Name calling/Labeling,4,المَسْجِدُ الأَقْصَى قَضِيَّةُ أُمَّةٍ,بيت للعبادة أبعد حجة أمة,3,60.00%,1.0,1.0,المَسْجِدُ الأَقْصَى موضوع أُمَّةٍ,,,
1.4e+18,Name calling/Labeling,3,المَسْجِدُ الأَقْصَى قَضِيَّةُ أُمَّةٍ,مسجدٌ حرام أبعدُ حادثة رَحِم,4,80.00%,1.0,1.0,المَسْجِدُ الأَقْصَى مشكلة أُمَّةٍ,,,
1.4e+18,Name calling/Labeling,4,المَسْجِدُ الأَقْصَى قَضِيَّةُ أُمَّةٍ,بيت للعبادة أبعد حجة أمة,3,60.00%,1.0,1.0,المَسْجِدُ الأَقْصَى قَضِيَّةُ العالم الاسلامي,,,
1.36e+18,Smears,1,قصه مقاتل حوثي تبردق ثم تبندق وبعدها تصندق. يذهبون لمأرب فوق طقم ويعودون صوره على الطقم ,قصه مَوْقِعُ قِتال محارب تذوب ثم تماوت وبعدها تتفتق يَتحركون لمأرب فوق بُنْيَة يتجهون ظل على الْوِعَاء,10,58.80%,1.0,1.0,حكاية محارب حوثي لبس ثم حمل البندقية وبعدها وضع في التابوت يذهبون لمأرب فوق الأرض ويعودون صوره على التابوت ,,,
1.36e+18,Smears,2,قصه مقاتل حوثي تبردق ثم تبندق وبعدها تصندق. يذهبون لمأرب فوق طقم ويعودون صوره على الطقم ,ملحمة مَوْقِعُ قِتال حوثي تتفتت ثم تفليك لاحقا ل تصندق يَغادرون غرض فوق طقم ويعودون صوره على طقم,7,38.90%,1.0,1.0,قصه جندي حوثي تجهز ثم تبندق وبعدها تعطر يتوجهون لمأرب على طقم ويرجعون صوره على الطقم ,,,
1.39e+18,Name calling/Labeling,1,قوات الاحتلال,فِرَق اجتياح,2,100.00%,1.0,1.0,فرق الاجتياح,,,
1.39e+18,Name calling/Labeling,3,قوات الاحتلال,أَطَوَام اقتحام,2,100.00%,1.0,1.0,جنود الاحتلال,,,
1.39e+18,Name calling/Labeling,4,قوات الاحتلال,قوات قهر,1,50.00%,1.0,1.0,قوات الاستعمار,,,
1.39e+18,Name calling/Labeling,5,قوات الاحتلال,مَعارِس ضم,2,100.00%,1.0,1.0,قوات العدو,,,
1.39e+18,Name calling/Labeling,6,قوات الاحتلال,أَسْراب قهر,2,100.00%,1.0,1.0,اسراب الاحتلال,,,
1.39e+18,Smears,1,قوات الاحتلال تطلق النار على شاب داخل حاجز شارع الشهداء بالخليل.,أسراب احتلال تطلق نار على يافع داخل سد مسلك مغفورون بالخليل,5,45.50%,1.0,1.0,اسراب الاحتلال تطلق الرصاص على شاب داخل حاجز شارع الشهداء بالخليل.,,,
1.39e+18,Smears,2,قوات الاحتلال تطلق النار على شاب داخل حاجز شارع الشهداء بالخليل.,سرايا هيمنة أطلق سراح جمر على غُلام في سَدْل درب سعداء في حبرون,10,76.90%,1.0,1.0,قوات العدو تصيب بالرصاص غلام داخل كمين في درب الشهداء بالخليل.,,,
1.39e+18,Smears,3,قوات الاحتلال تطلق النار على شاب داخل حاجز شارع الشهداء بالخليل.,قوات استعباد تطلق نار على فَتِيّ أَمْجَد حاجز شارع سعداء بالخليل,4,36.40%,1.0,1.0,قوات الاستعمار تقتل شاب في سد شارع الشهداء بالخليل.,,,
1.39e+18,Smears,3,قوات الاحتلال تطلق النار على شاب داخل حاجز شارع الشهداء بالخليل.,قوات استعباد تطلق نار على فَتِيّ أَمْجَد حاجز شارع سعداء بالخليل,4,36.40%,1.0,1.0,فرق الاجتياح تقتل شاب في سد شارع الشهداء بالخليل.,,,
1.39e+18,Smears,4,قوات الاحتلال تطلق النار على شاب داخل حاجز شارع الشهداء بالخليل.,أفواج قهر أطلق زمام شرر على شاب حَوْز سدود شارع شهداء بالخليل,6,50.00%,1.0,1.0,جنود الاحتلال تطلق الرصاص على فتى في  حاجز درب الشهداء بالخليل.,,,
1.4e+18,Smears,1,"رشوة وتصاريح غير مستوفاة للشروط.. ""#نزاهة"" تعلن نتائج قضية انهيار سقف جامعة أهلية ومعاقبة الفاسدين. ",هَبَة عفوات غير مُستَحقّة مواصفات تقوى نشر ثمرات حجة انحطاط عنان جامعة مُؤهَّلة تأديب فاسدين,12,80.00%,1.0,1.0,"رشوة و تراخيص غير مستحقة للشروط.. ""#الشفافية"" تعلن نتائج قضية سقوط سقف جامعة أهلية ومعاقبة المجرمين ",,,
1.4e+18,Smears,2,"رشوة وتصاريح غير مستوفاة للشروط.. ""#نزاهة"" تعلن نتائج قضية انهيار سقف جامعة أهلية ومعاقبة الفاسدين. ",هَبَّة تراخيص غير مُستَحقّة شروط شرف تنبيه مخرجات حجة تفكك عنان جامعة أهلية تأديب مُتسلطين,12,80.00%,1.0,1.0,"رشاوي وتراخيص غير مكتملة الشروط.. ""#نزاهة"" تنشر مخرجات مشكلة وقوع سقف جامعة حكومية ومعاقبة الشريرين ",,,
1.4e+18,Smears,3,"رشوة وتصاريح غير مستوفاة للشروط.. ""#نزاهة"" تعلن نتائج قضية انهيار سقف جامعة أهلية ومعاقبة الفاسدين. ",مَنْفَعَة عفوات غير مكتملة مقاصد تقوى إيقاع نتائج مشكلة استسلام خَيْمَة جامعة مُستحقة ردع فاسدين,11,73.30%,1.0,1.0,"أموال منهوبة وموافقات ناقصة.. ""#عدالة"" تظهر ثمار قضية تداعي حائط كلية أهلية و محاسبة المُستبدين ",,,
1.4e+18,Smears,4,"رشوة وتصاريح غير مستوفاة للشروط.. ""#نزاهة"" تعلن نتائج قضية انهيار سقف جامعة أهلية ومعاقبة الفاسدين. ",هَبَّة موافقات غير مُنجزّة للشروط شرف نشر ثمار قضية انهيار عُلُوّ رابطة قادرة محاسبة مُستبدين,11,73.30%,1.0,1.0,"هبات غير مستحقة وتصاريح غير مستوفاة للشروط.. ""#نزاهة"" تنشر تفاصيل تفكك سقف جامعة دولية و مجازاة المفسدين ",,,
1.4e+18,Smears,4,"رشوة وتصاريح غير مستوفاة للشروط.. ""#نزاهة"" تعلن نتائج قضية انهيار سقف جامعة أهلية ومعاقبة الفاسدين. ",هَبَّة موافقات غير مُنجزّة للشروط شرف نشر ثمار قضية انهيار عُلُوّ رابطة قادرة محاسبة مُستبدين,11,73.30%,1.0,1.0,"هبات غير مستحقة وتصاريح غير مستوفاة للشروط.. ""#نزاهة"" تنشر تفاصيل انهدام سقف جامعة دولية و مجازاة الظالمين ",,,
1.4e+18,Loaded Language,1,انهيار,انهزام,1,100.00%,1.0,1.0,سقوط,,,
1.4e+18,Loaded Language,2,انهيار,تفكك,1,100.00%,1.0,0.0,تفكك,,,
1.4e+18,Loaded Language,3,انهيار,انهدام,1,100.00%,1.0,1.0,انهدام,,,
1.4e+18,Loaded Language,2,انهيار,تفكك,1,100.00%,1.0,0.0,وقوع,,,
1.4e+18,Loaded Language,3,انهيار,انهدام,1,100.00%,1.0,1.0,تداعي,,,
1.4e+18,Loaded Language,1,الفاسدين,الشريرين,1,100.00%,1.0,0.0,الشريرين,,,
1.4e+18,Loaded Language,2,الفاسدين,الظالمين,1,100.00%,1.0,0.0,الظالمين,,,
1.4e+18,Loaded Language,3,الفاسدين,الضالين,1,100.00%,1.0,0.0,المجرمين,,,
1.4e+18,Loaded Language,4,الفاسدين,المُفسدين,1,100.00%,1.0,0.0,المُفسدين,,,
1.4e+18,Loaded Language,5,الفاسدين,المُستبدين,1,100.00%,1.0,0.0,المُستبدين,,,
1.4e+18,Smears,1,"آيت منا يتهم العثماني و""البيجيدي"" بـ""الكذب""",علامة في عالمنا يتهم عثماني و عدالة والتنمية بـ بهتان,4,40.00%,1.0,1.0,"صلاح ا يتهم علاء و مرسي بالكذب""",,,
1.4e+18,Smears,2,"آيت منا يتهم العثماني و""البيجيدي"" بـ""الكذب""",آيت معنا نسبه إليه خَلْفاء و بيجيدي بـ افتراء,4,44.40%,1.0,1.0,"عثمان يتهم عصام و""البيجيدي"" بالنفاق",,,
1.4e+18,Smears,3,"آيت منا يتهم العثماني و""البيجيدي"" بـ""الكذب""",شاهدة في دائرتنا أوقع عثماني و إخوان بـ كذب,4,44.40%,1.0,1.0,القاضي يتهم المجرم بالكذب,,,
1.4e+18,Smears,4,"آيت منا يتهم العثماني و""البيجيدي"" بـ""الكذب""",شاهدة في محيطنا أوقع حُكْم و بيجيدي بـ محاكاة,5,55.60%,1.0,1.0,المشتري يتهم التاجر بالغش,,,
1.4e+18,Smears,5,"آيت منا يتهم العثماني و""البيجيدي"" بـ""الكذب""",بينة وسط جماعة يتهم إمامة و بيجيدي بـ إدعاء,4,44.40%,1.0,1.0,فتحي يتهم فادي وشادي بعدم قول الصدق,,,
1.37e+18,Name calling/Labeling,1,مرتزقه الحوثي,مرتزقه ثائر,1,50.00%,1.0,1.0,مستأجري الحوثي,,,
1.37e+18,Name calling/Labeling,2,مرتزقه الحوثي,مُستأجَرون ثائر,2,100.00%,1.0,1.0,مقاتلي الحوثي,,,
1.37e+18,Name calling/Labeling,3,مرتزقه الحوثي,مُتَسَوِّلُون محارب,2,100.00%,1.0,1.0,جنود الحوثي,,,
1.37e+18,Name calling/Labeling,4,مرتزقه الحوثي,مُحارِبُون مُرَحَّلُون محارب,2,66.70%,1.0,1.0,محاربي الحوثي,,,
1.37e+18,Loaded Language,1,مرتزقه,مُستَأجَفو قلوب,1,50.00%,1.0,1.0,مستأجري,,,
1.37e+18,Loaded Language,2,مرتزقه,رُعاع مستأجرين,1,50.00%,1.0,1.0,مقاتلي,,,
1.37e+18,Loaded Language,3,مرتزقه,مُرَحَّلون,1,100.00%,1.0,1.0,جنود,,,
1.37e+18,Loaded Language,4,مرتزقه,مقاتلين بالأجر,1,50.00%,1.0,1.0,مقاتلي,,,
1.37e+18,Smears,1,مقبنة صورة تبين حجم الفرح للسكان بوصول المقاتلين بعد تحرير مرتزقه الحوثي,هُودج صورة تبين حجم سرور سكانو بلد بوصول مقاتلين بعد تحرير ذوو أجندات شيعي,5,35.70%,1.0,1.0,المراسل صورة تبين كمية السعادة للسكان بوصول الجنود بعد تحرير مستأجري الحوثي,,,
1.37e+18,Smears,2,مقبنة صورة تبين حجم الفرح للسكان بوصول المقاتلين بعد تحرير مرتزقه الحوثي,صَحراوية مَظهر تبين حجم مسرة سكانو بلد بوصول مقاتظين بعد تحرير جنودٌ مستأجرون شيعي,7,50.00%,1.0,1.0,صحفي صورة تظهر حجم السرور للمواطنين بوصول المقاتلين بعد تحرير جنود الحوثي,,,
1.37e+18,Smears,2,مقبنة صورة تبين حجم الفرح للسكان بوصول المقاتلين بعد تحرير مرتزقه الحوثي,صَحراوية مَظهر تبين حجم مسرة سكانو بلد بوصول مقاتظين بعد تحرير جنودٌ مستأجرون شيعي,7,50.00%,1.0,1.0,صحفي صورة تظهر حجم السرور للمواطنين بوصول المقاتلين بعد تحرير جنود الحوثي,,,
1.37e+18,Smears,3,مقبنة صورة تبين حجم الفرح للسكان بوصول المقاتلين بعد تحرير مرتزقه الحوثي,مقبنة: قبّة مَحيا بَانَ مساحَة سرور للسكان مجيءً مقاتلين بعد إطلاق مرتزقه حوثي,8,61.50%,1.0,1.0,الاخبار صورة توضح كمية الفرح للمواطنين بوصول المحاربين بعد تحرير مقاتلي الحوثي,,,
1.39e+18,Loaded Language,1,استغاثة,تملق,1,100.00%,1.0,0.0,توسل,,,
1.39e+18,Loaded Language,2,استغاثة,طلب,1,100.00%,1.0,0.0,طلب,,,
1.39e+18,Loaded Language,3,استغاثة,تضرع,1,100.00%,1.0,0.0,تضرع,,,
1.39e+18,Loaded Language,4,استغاثة,استنجاد,1,100.00%,1.0,0.0,استنجاد,,,
1.39e+18,Loaded Language,5,استغاثة,صرخة,1,100.00%,1.0,0.0,صرخة,,,
1.39e+18,Loaded Language,1,شتمه وهانه وطرده,احتقره استهزأ به أزاحه,3,75.00%,1.0,0.0,احتقره واستهزأ به وأزاحه,,,
1.39e+18,Loaded Language,2,شتمه وهانه وطرده,شتمه استهزأ به أبعده عن وطنه,2,33.30%,1.0,0.0,شتمه واستهزأ به وأبعده,,,
1.39e+18,Loaded Language,3,شتمه وهانه وطرده,احتقره احتقاره أخرجوه,3,100.00%,1.0,1.0,أهانه واستصغره وطرده,,,
1.39e+18,Loaded Language,4,شتمه وهانه وطرده,جرحه استهان أخرجوه,3,100.00%,1.0,1.0,ذممه وضيع كرامته و رفده,,,
1.39e+18,Smears,1,"""الكفيل شتمه وهانه وطرده من الشغل"".. استغاثة أم مصرية لتعرض نجلها للظلم من كفيله السعودي",مُكفٍ لعنه وهانه وطرده من مسعى استغاثة أم رنكشية تعريض ابن بغي من كفيله حِجازِي,8,53.30%,1.0,1.0,صاحب العمل احتقره واستهزأ به وأزاحه من العمل توسل أم مصرية لتعرض ابنها للظلم من وكيله السعودي,,,
1.39e+18,Smears,2,"""الكفيل شتمه وهانه وطرده من الشغل"".. استغاثة أم مصرية لتعرض نجلها للظلم من كفيله السعودي",حَمِيْل شتمه احتقار أبعده من مهنة نداء أم نيليّة توضيح تابع ضيم من كفيله مُقيم,10,66.70%,1.0,1.0,"""الكفيل شتمه واستهزأ به وأبعده من الشغل"".. مناشدة أم مصرية لتعرض ولدها للقهر من المسئول عنه السعودي",,,
1.39e+18,Smears,3,"""الكفيل شتمه وهانه وطرده من الشغل"".. استغاثة أم مصرية لتعرض نجلها للظلم من كفيله السعودي",مُؤازر ذمّم أمره تهوينه أبعده من صنعة استغاثة أم مصراميّة إبانة نجلها حيف من وافية مَكِّي,10,62.50%,1.0,1.0,المسئول عنه أهانه واستصغره وطرده من وظيفته طلب والدة مصرية لتعرض نجلها للكيد من كفيله السعودي,,,
1.39e+18,Smears,4,"""الكفيل شتمه وهانه وطرده من الشغل"".. استغاثة أم مصرية لتعرض نجلها للظلم من كفيله السعودي",مُؤتمن أهانه استصغار أبعده عن وطنه من شغل مناشدة أم مصرية تبين أبناء بغي من راعية مُواطن,10,58.80%,1.0,1.0,"""الكفيل ذممه وضيع كرامته و رفده من الشغل"".. تضرع أم مصرية واجه ابنها الخراب من كفيله السعودي",,,
1.39e+18,Smears,3,"""الكفيل شتمه وهانه وطرده من الشغل"".. استغاثة أم مصرية لتعرض نجلها للظلم من كفيله السعودي",مُؤازر ذمّم أمره تهوينه أبعده من صنعة استغاثة أم مصراميّة إبانة نجلها حيف من وافية مَكِّي,10,62.50%,1.0,1.0,المسئول عنه شتمه واستهزأ به وأبعده من وظيفته استنجاد والدة مصرية لتعرض نجلها للكيد من كفيله السعودي,,,
1.39e+18,Smears,4,"""الكفيل شتمه وهانه وطرده من الشغل"".. استغاثة أم مصرية لتعرض نجلها للظلم من كفيله السعودي",مُؤتمن أهانه استصغار أبعده عن وطنه من شغل مناشدة أم مصرية تبين أبناء بغي من راعية مُواطن,10,58.80%,1.0,1.0,"""الكفيل ذممه وضيع كرامته و رفده من الشغل"".. صرخة أم مصرية واجه ابنها الخراب من كفيله السعودي",,,
1.39e+18,Smears,1,سياسة ينتهجها النظام.. والمعتقلين في المسالخ البشرية أبرز ضحاياها ,سياسة ينتهجها التزام مُعتقَلين في مَذَابِحُ شعب كشف هلكى حرب,6,60.00%,1.0,1.0,سياسة يسلكها النظام.. والمحبوسين في المذابح البشرية اهم منكوبيها ,,,
1.39e+18,Smears,2,سياسة ينتهجها النظام.. والمعتقلين في المسالخ البشرية أبرز ضحاياها ,مَكْرُوزَةٌ ينتهجها نظام أسرى في حَوَانِيتُ حياة أبان ضحوتها,6,66.70%,1.0,1.0,اجراءات تتبعها الحكومة والسجناء في المسالخ البشرية اكثر موتاها ,,,
1.39e+18,Smears,3,سياسة ينتهجها النظام.. والمعتقلين في المسالخ البشرية أبرز ضحاياها ,مَكْرٌ اقتفى أثرها نظام مُحتجَزين في مذابِحُ وجود أظهر ضحاياها,6,60.00%,1.0,1.0,سياسة يتخذها بها النظام.. والمعتقلين في المذابخ البشرية أبرز قتلاها ,,,
1.39e+18,Smears,4,سياسة ينتهجها النظام.. والمعتقلين في المسالخ البشرية أبرز ضحاياها ,مَكْرٌ سار على نهجها التزام مُحتجَرين في مسالخ بشرية أبرز ضحاياها,4,36.40%,1.0,1.0,ترتيبات تسير على منوالها السلطة والمحبوسين في مسالخ البشر اهم مذبوحيها ,,,
1.39e+18,Loaded Language,1,المسالخ البشرية,مجامِعُ ذَّبْح رَّحمة,2,66.70%,1.0,1.0,المذابح البشرية,,,
1.39e+18,Loaded Language,2,المسالخ البشرية,المسالخ كائِنية,1,50.00%,1.0,1.0,مسالخ البشر,,,
1.39e+18,Loaded Language,1,ضحاياها ,مَنكوبون,1,100.00%,1.0,1.0,منكوبيها,,,
1.39e+18,Loaded Language,2,ضحاياها ,رَحى,1,100.00%,1.0,1.0,موتاها,,,
1.39e+18,Loaded Language,3,ضحاياها ,ضحايا,1,100.00%,1.0,1.0,قتلاها,,,
1.39e+18,Loaded Language,4,ضحاياها ,مَذابح,1,100.00%,1.0,1.0,مذبوحيها,,,
1.39e+18,Name calling/Labeling,1,النظام,السَّيرَة,1,100.00%,1.0,1.0,الحكومة,,,
1.39e+18,Name calling/Labeling,2,النظام,الاعتداد,1,100.00%,1.0,1.0,السلطة,,,
1.39e+18,Loaded Language,1,ينتهجها,سار على منوالها,1,33.30%,1.0,1.0,تسير على منوالها,,,
1.39e+18,Loaded Language,2,ينتهجها,اتبعها,1,100.00%,1.0,1.0,تتبعها,,,
1.39e+18,Loaded Language,3,ينتهجها,سلكها,1,100.00%,1.0,1.0,يسلكها,,,
1.39e+18,Loaded Language,4,ينتهجها,اتخذها,1,100.00%,1.0,1.0,يتخذها,,,
1.39e+18,Black-and-white Fallacy/Dictatorship,1,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال ,لا يبرز أي حل آخر في الْخَلِيلِيَّةُ إلا انقضاء هيمنة,4,40.00%,1.0,1.0,لا يبرز أي حل آخر في الْخَلِيلِيَّةُ إلا بالقضاء على الاستيلاء,,,
1.39e+18,Black-and-white Fallacy/Dictatorship,2,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال ,لا يتجلى أي حل آخر في فلسطين إلا اكتمال استعباد,3,30.00%,1.0,1.0,لا يتجلى أي حل آخر في فلسطين إلا بنهاية الاستعباد,,,
1.39e+18,Black-and-white Fallacy/Dictatorship,3,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال ,لا يعيش أي حل آخر في الْخَلِيلِيَّةُ إلا فراغ غزو,4,40.00%,1.0,1.0,لا يعيش أي حل آخر في ارض كنعان إلا طرد الغزاة,,,
1.39e+18,Black-and-white Fallacy/Dictatorship,4,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال ,لا يعيش أي حل آخر في فلسطين إلا غاية سيطرة,3,30.00%,1.0,1.0,لا يعيش أي حل آخر في فلسطين إلا زوال الاحتلال,,,
1.39e+18,Black-and-white Fallacy/Dictatorship,5,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال ,لا يوجد أي حل آخر في أَرْضُ الْمُنْتَظَرَةُ إلا إنجاز استعباد,3,27.30%,1.0,1.0,لا يوجد أي حل آخر في أالَرْضُ الْمُنْتَظَرَةُ إلا انهاء الهيمنة,,,
1.39e+18,Black-and-white Fallacy/Dictatorship,6,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال ,لا يحضر أي حل آخر في فِلَسْطِينُ إلا بنهاية سيطرة,3,30.00%,1.0,1.0,لا يحضر أي حل آخر في فِلَسْطِينُ إلا بنهاية الصهيونية,,,
1.39e+18,Name calling/Labeling,1,الاحتلال,القهر,1,100.00%,1.0,1.0,الغزاة,,,
1.39e+18,Name calling/Labeling,2,الاحتلال,الاستعباد,1,100.00%,1.0,0.0,الاستعباد,,,
1.39e+18,Name calling/Labeling,3,الاحتلال,الاستيلاء,1,100.00%,1.0,0.0,الاستيلاء,,,
1.39e+18,Name calling/Labeling,4,الاحتلال,الاغتصاب,1,100.00%,1.0,1.0,الهيمنة,,,
1.39e+18,Name calling/Labeling,4,الاحتلال,الاغتصاب,1,100.00%,1.0,1.0,الصهيونية,,,
1.39e+18,Smears,1,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,لا يقيم أي حل آخر في جَنَّةُ شَّرْقِ إلا بنهاية انتزاع,3,27.30%,1.0,1.0,لا يبرز أي حل آخر في الْخَلِيلِيَّةُ إلا بالقضاء على الاستيلاء,,,
1.39e+18,Smears,2,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,لا يوجد أي حل آخر في خَلِيجُ عَرَبِ إلا انتهاء قهر,3,27.30%,1.0,1.0,لا يتجلى أي حل آخر في فلسطين إلا بنهاية الاستعباد,,,
1.39e+18,Smears,3,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,لا يقيم أي حل آخر في أُمُّ رَّحْمَةِ إلا نتيجة استحواذ,4,36.40%,1.0,1.0,لا يعيش أي حل آخر في ارض كنعان إلا طرد الغزاة,,,
1.39e+18,Smears,4,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,لا يظهر وجوده أي حل آخر في فِلَسْطِينُ إلا ختام هيمنة,4,36.40%,1.0,1.0,لا يعيش أي حل آخر في فلسطين إلا زوال الاحتلال,,,
1.39e+18,Smears,3,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,لا يقيم أي حل آخر في أُمُّ رَّحْمَةِ إلا نتيجة استحواذ,4,36.40%,1.0,1.0,لا يوجد أي حل آخر في أالَرْضُ الْمُنْتَظَرَةُ إلا انهاء الهيمنة,,,
1.39e+18,Smears,4,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,لا يظهر وجوده أي حل آخر في فِلَسْطِينُ إلا ختام هيمنة,4,36.40%,1.0,1.0,لا يحضر أي حل آخر في فِلَسْطِينُ إلا بنهاية الصهيونية,,,
1.39e+18,Loaded Language,1,مؤسف,محبط,1,100.00%,,,محبط,,,
1.39e+18,Loaded Language,2,مؤسف,مزعج,1,100.00%,,,مزعج,,,
1.39e+18,Loaded Language,3,مؤسف,مأساوي,1,100.00%,,,مأساوي,,,
1.39e+18,Smears,1,مجندة إسرائيلية تعتدي على سيدة فلسطينية أمام أعين أطفالها,مجندة مُحَارِبَة تعتدي على سَيِّدة محتلة أمام رؤوس وِلدانُها,5,55.60%,1.0,1.0,مجندة يهودية تعتدي على سيدة فلسطينية أمام نظر ولدانها,,,
1.39e+18,Smears,2,مجندة إسرائيلية تعتدي على سيدة فلسطينية أمام أعين أطفالها,مجندة إسرائيلية تعدت على رَبَّة وطنية أمام أعين نسْلُها,4,44.40%,1.0,1.0,مقاتلة إسرائيلية تعدت على ربة منزل فلسطينية أمام أعين نسلها,,,
1.39e+18,Smears,3,مجندة إسرائيلية تعتدي على سيدة فلسطينية أمام أعين أطفالها,مجندة سِبْطِيَّة اعتبرت على مَرْأَة عربية أمام أعين أطفالها,4,44.40%,1.0,1.0,مجندة سبطية تعتدي على جميلة كنعانية أمام أعين ابناءها,,,
1.39e+18,Smears,4,مجندة إسرائيلية تعتدي على سيدة فلسطينية أمام أعين أطفالها,مجندة سِبْطِيَّة تعتدي على جَميلَة كنعانية أمام مصايد نسْلُها,5,55.60%,1.0,1.0,مقاتلة محتلة اهانت بالضرب على مرأة عربية أمام أعين أولادها,,,
1.39e+18,Loaded Language,1,تعتدي على سيدة فلسطينية أمام أعين أطفالها,تجاوزت على مَلِكَة رَحْوَانِيَّةٌ أمام شهب أولادُها,5,71.40%,1.0,1.0,تعتدي على سيدة فلسطينية أمام نظر ولدانها,,,
1.39e+18,Loaded Language,2,تعتدي على سيدة فلسطينية أمام أعين أطفالها,تعتدي على فَاضِلَة رَحْوَانِيَّةٌ أمام بَصَر أطفالها,3,42.90%,1.0,1.0,تعدت على ربة منزل فلسطينية أمام أعين نسلها,,,
1.39e+18,Loaded Language,3,تعتدي على سيدة فلسطينية أمام أعين أطفالها,تعدت حد على سيدة فِلَسْطِينِيَّةٌ أمام أعين أبناءُها,3,37.50%,1.0,1.0,تعتدي على جميلة كنعانية أمام أعين ابناءها,,,
1.39e+18,Loaded Language,4,تعتدي على سيدة فلسطينية أمام أعين أطفالها,تجاسرت على سيدة فلسطينية أمام أعين فراخُها,2,28.60%,1.0,1.0,اهانت بالضرب على مرأة عربية أمام أعين أولادها,,,
1.39e+18,Name calling/Labeling,1,مجندة إسرائيلية,مجندة سُلَحْفَاتِيَّة,1,50.00%,1.0,1.0,مجندة يهودية,,,
1.39e+18,Name calling/Labeling,2,مجندة إسرائيلية,مُقاتِلة إسرائيلية,1,50.00%,1.0,1.0,مقاتلة إسرائيلية,,,
1.39e+18,Name calling/Labeling,3,مجندة إسرائيلية,جندية سِبْطِيَّة,2,100.00%,1.0,1.0,مجندة سبطية,,,
1.39e+18,Name calling/Labeling,5,مجندة إسرائيلية,مُقاتِلة مُحْتَلَّة,2,100.00%,1.0,1.0,مقاتلة محتلة,,,
1.39e+18,Smears,1,الحكومة لم تحرك ساكنا أمام تجاوزات سعيد الجزيري,السلطة لم تحركوا ساكنا أمام تجاوزات مبتهج جَزْريّ,4,50.00%,,1.0,السلطة لم تحرك ساكنا أمام انتهاكات مبتهج جَزْريّ,,,
1.39e+18,Smears,2,الحكومة لم تحرك ساكنا أمام تجاوزات سعيد الجزيري,الحكومة لم سار مُستقرٌ أمام تطاول سعيد قُطْبي,4,50.00%,,1.0,الحكومة لم تتحرك أمام تعديات سعيد الجزيري,,,
