,Unnamed: 0,start,end,technique,text,full_text,id,start_new,end_new,augmented_text,augmented_full_text
4701,1821,0,174,Exaggeration/Minimisation,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا,1388153671288901636,0.0,135.0,ولكن أكثر الناس لا يعلمون شيخ الأزهر نور الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر نور الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا
4702,583,193,213,Exaggeration/Minimisation,فجر موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة,7117,185.0,204.0,ريما موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو ريما موجة الاعتقالات الأخيرة
4703,175,0,74,Exaggeration/Minimisation,خبير يعتبر اختبار الأسلحة الروسية الحديثة على أجساد السوريين خطوة طبيعية,خبير يعتبر اختبار الأسلحة الروسية الحديثة على أجساد السوريين خطوة طبيعية,7066,0.0,72.0,خبير يعتبر اختبار الأسلحة الأردنية الحديثة على أجساد السوريين خطوة طبيعية,خبير يعتبر اختبار الأسلحة الأردنية الحديثة على أجساد السوريين خطوة طبيعية
4704,1092,0,174,Exaggeration/Minimisation,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا,1388153671288901636,0.0,135.0,ولكن أكثر الناس لا يعلمون شيخ الأزهر أيمن الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر أيمن الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا
4705,1641,0,174,Exaggeration/Minimisation,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا,1388153671288901636,0.0,135.0,ولكن أكثر الناس لا يعلمون شيخ الأزهر كريم الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر كريم الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا
4706,937,193,213,Exaggeration/Minimisation,فجر موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة,7117,185.0,204.0,نسور موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو نسور موجة الاعتقالات الأخيرة
4707,1035,12,24,Exaggeration/Minimisation,لا قوة قادرة,سد النهضة لا قوة قادرة على تعطيل الملء الثاني للسد الخارجية الإثيوبية عربي,7272,10.0,22.0,لا قوة ماهرة,سد النهضة لا قوة ماهرة على تعطيل الملء الثاني للسد الخارجية الإثيوبية عربي
4708,1256,0,174,Exaggeration/Minimisation,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا,1388153671288901636,0.0,135.0,ولكن أكثر الناس لا يعلمون شيخ الأزهر ربيع الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر ربيع الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا
4709,1407,0,174,Exaggeration/Minimisation,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا,1388153671288901636,0.0,135.0,ولكن أكثر الناس لا يعلمون شيخ الأزهر صعار الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر صعار الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا
4710,29,24,50,Exaggeration/Minimisation,مصائب الهند لا تأتي فرادى,كورونا ثم إعصار مدمر مصائب الهند لا تأتي فرادى شاهد سكاي فيديو,7062,21.0,46.0,مصائب ألبانيا لا تأتي فرادى,كورونا ثم إعصار مدمر مصائب ألبانيا لا تأتي فرادى شاهد سكاي فيديو
4711,53,24,50,Exaggeration/Minimisation,مصائب الهند لا تأتي فرادى,كورونا ثم إعصار مدمر مصائب الهند لا تأتي فرادى شاهد سكاي فيديو,7062,21.0,46.0,مصائب إيطاليا لا تأتي فرادى,كورونا ثم إعصار مدمر مصائب إيطاليا لا تأتي فرادى شاهد سكاي فيديو
4712,1272,0,174,Exaggeration/Minimisation,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا,1388153671288901636,0.0,135.0,ولكن أكثر الناس لا يعلمون شيخ الأزهر رهيف الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر رهيف الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا
4713,222,0,19,Exaggeration/Minimisation,تصل لنصف مليون ليرة,تصل لنصف مليون ليرة النظام يرفع ضريبة تشغيل الهواتف وموالون غاضبون أفسدت فرحتنا,7067,0.0,19.0,تصل لنصف تسعة ليرة,تصل لنصف تسعة ليرة النظام يرفع ضريبة تشغيل الهواتف وموالون غاضبون أفسدت فرحتنا
4714,1282,0,174,Exaggeration/Minimisation,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا,1388153671288901636,0.0,135.0,ولكن أكثر الناس لا يعلمون شيخ الأزهر رائع الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر رائع الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا
4715,1864,0,174,Exaggeration/Minimisation,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا,1388153671288901636,0.0,135.0,ولكن أكثر الناس لا يعلمون شيخ الأزهر وسام الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر وسام الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا
4716,10,24,50,Exaggeration/Minimisation,مصائب الهند لا تأتي فرادى,كورونا ثم إعصار مدمر مصائب الهند لا تأتي فرادى شاهد سكاي فيديو,7062,21.0,46.0,مصائب ارتيريا لا تأتي فرادى,كورونا ثم إعصار مدمر مصائب ارتيريا لا تأتي فرادى شاهد سكاي فيديو
4717,179,0,74,Exaggeration/Minimisation,خبير يعتبر اختبار الأسلحة الروسية الحديثة على أجساد السوريين خطوة طبيعية,خبير يعتبر اختبار الأسلحة الروسية الحديثة على أجساد السوريين خطوة طبيعية,7066,0.0,72.0,خبير يعتبر اختبار الأسلحة المغربية الحديثة على أجساد السوريين خطوة طبيعية,خبير يعتبر اختبار الأسلحة المغربية الحديثة على أجساد السوريين خطوة طبيعية
4718,1024,12,24,Exaggeration/Minimisation,لا قوة قادرة,سد النهضة لا قوة قادرة على تعطيل الملء الثاني للسد الخارجية الإثيوبية عربي,7272,10.0,22.0,لا عزيمة قادرة,سد النهضة لا عزيمة قادرة على تعطيل الملء الثاني للسد الخارجية الإثيوبية عربي
4719,1103,0,174,Exaggeration/Minimisation,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا,1388153671288901636,0.0,135.0,ولكن أكثر الناس لا يعلمون شيخ الأزهر بشير الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر بشير الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا
4720,428,193,213,Exaggeration/Minimisation,فجر موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة,7117,185.0,204.0,جلنار موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو جلنار موجة الاعتقالات الأخيرة
4721,1106,0,174,Exaggeration/Minimisation,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا,1388153671288901636,0.0,135.0,ولكن أكثر الناس لا يعلمون شيخ الأزهر بدر الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر بدر الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا
4722,299,40,75,Exaggeration/Minimisation,يدق ناقوس الخطر وينذر بكارثة بيئية,تلوث كبرى البحيرات الصناعية في لبنان يدق ناقوس الخطر وينذر بكارثة بيئية,7107,37.0,71.0,يدق جرس الخطر وينذر بكارثة بيئية,تلوث كبرى البحيرات الصناعية في لبنان يدق جرس الخطر وينذر بكارثة بيئية
4723,1425,0,174,Exaggeration/Minimisation,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا,1388153671288901636,0.0,135.0,ولكن أكثر الناس لا يعلمون شيخ الأزهر طاهر الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر طاهر الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا
4724,1011,193,213,Exaggeration/Minimisation,فجر موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة,7117,185.0,204.0,يسرية موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو يسرية موجة الاعتقالات الأخيرة
4725,1047,23,77,Exaggeration/Minimisation,عزيمة رجال الحرس الملكي وإصرارهم سيوصلهم إلى قمة إفرست,سمو الشيخ ناصر بن حمد عزيمة رجال الحرس الملكي وإصرارهم سيوصلهم إلى قمة إفرست,1371106916487823368,22.0,76.0,صرامة رجال الحرس الملكي وإصرارهم سيوصلهم إلى قمة إفرست,سمو الشيخ ناصر بن حمد صرامة رجال الحرس الملكي وإصرارهم سيوصلهم إلى قمة إفرست
4726,1426,0,174,Exaggeration/Minimisation,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا,1388153671288901636,0.0,135.0,ولكن أكثر الناس لا يعلمون شيخ الأزهر طباع الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر طباع الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا
4727,716,193,213,Exaggeration/Minimisation,فجر موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة,7117,185.0,204.0,ضحى موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو ضحى موجة الاعتقالات الأخيرة
4728,1623,0,174,Exaggeration/Minimisation,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا,1388153671288901636,0.0,135.0,ولكن أكثر الناس لا يعلمون شيخ الأزهر قيس الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر قيس الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا
4729,624,193,213,Exaggeration/Minimisation,فجر موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة,7117,185.0,204.0,سحر موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو سحر موجة الاعتقالات الأخيرة
4730,975,193,213,Exaggeration/Minimisation,فجر موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة,7117,185.0,204.0,واجدة موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو واجدة موجة الاعتقالات الأخيرة
4731,890,193,213,Exaggeration/Minimisation,فجر موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة,7117,185.0,204.0,منال موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو منال موجة الاعتقالات الأخيرة
4732,1452,0,174,Exaggeration/Minimisation,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا,1388153671288901636,0.0,135.0,ولكن أكثر الناس لا يعلمون شيخ الأزهر عاكف الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر عاكف الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا
4733,910,193,213,Exaggeration/Minimisation,فجر موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة,7117,185.0,204.0,نائلة موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو نائلة موجة الاعتقالات الأخيرة
4734,1856,0,174,Exaggeration/Minimisation,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا,1388153671288901636,0.0,135.0,ولكن أكثر الناس لا يعلمون شيخ الأزهر واصل الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر واصل الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا
4735,1147,0,174,Exaggeration/Minimisation,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا,1388153671288901636,0.0,135.0,ولكن أكثر الناس لا يعلمون شيخ الأزهر جلاء الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر جلاء الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا
4736,1032,12,24,Exaggeration/Minimisation,لا قوة قادرة,سد النهضة لا قوة قادرة على تعطيل الملء الثاني للسد الخارجية الإثيوبية عربي,7272,10.0,22.0,لا ولاية قادرة,سد النهضة لا ولاية قادرة على تعطيل الملء الثاني للسد الخارجية الإثيوبية عربي
4737,491,193,213,Exaggeration/Minimisation,فجر موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة,7117,185.0,204.0,دانا موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو دانا موجة الاعتقالات الأخيرة
4738,1217,0,174,Exaggeration/Minimisation,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا,1388153671288901636,0.0,135.0,ولكن أكثر الناس لا يعلمون شيخ الأزهر داغر الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما,ولكن أكثر الناس لا يعلمون شيخ الأزهر داغر الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا
4739,617,193,213,Exaggeration/Minimisation,فجر موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة,7117,185.0,204.0,سامية موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو سامية موجة الاعتقالات الأخيرة
4740,571,193,213,Exaggeration/Minimisation,فجر موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة,7117,185.0,204.0,رمزية موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو رمزية موجة الاعتقالات الأخيرة
4741,322,193,213,Exaggeration/Minimisation,فجر موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة,7117,185.0,204.0,أسرار موجة الاعتقالات,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو أسرار موجة الاعتقالات الأخيرة
