,full_text,start,end,technique,text,id,start_new,end_new,augmented_text,augmented_full_text
173,تحالف دعم الشرعية في اليمن ميليشيا الحوثي تتخذ اتفاق ستوكهولم مظلة لإطلاق الهجمات العدائية من الحديدة العربية,30,45,Name calling/Labeling,ميليشيا الحوثي,7036,27.0,41.0,ميليشيا الحوثي,تحالف دعم الشرعية في اليمن ميليشيا الحوثي تتخذ اتفاق ستوكهولم مظلة لإطلاق الهجمات العدائية من الحديدة العربية
175,الأخطر في العالم الكشف عن سلالة جديدة لكورونا,0,49,Name calling/Labeling,الأخطر في العالم الكشف عن سلالة جديدة لكورونا,1376186351993896964,0.0,45.0,أخطر شيء في العالم هو الكشف عن سلالة جديدة لـ(كورونا),أخطر شيء في العالم هو الكشف عن سلالة جديدة لـ(كورونا)
176,بداية مسلسل الترويج الإرهابي بشار يستبق الانتخابات بزيارة منشآت صناعية وسط سوريا,23,38,Name calling/Labeling,الإرهابي بشار,7313,20.0,33.0,الإرهاب الإرهابي ببتر الإرهاب.,بداية مسلسل الترويج الإرهاب الإرهابي ببتر الإرهاب. يستبق الانتخابات بزيارة منشآت صناعية وسط سوريا
177,صورة مراسلنا الاحتلال يقصف أرضا زراعية قرب مدينة أصداء الترفيهية غرب خانيونس غزة تحت القصف,15,23,Name calling/Labeling,الاحتلال,1393853285606559747,13.0,21.0,الهن مهنياً مهنياً مهنياً مهنياً,صورة مراسلنا الهن مهنياً مهنياً مهنياً مهنياً يقصف أرضا زراعية قرب مدينة أصداء الترفيهية غرب خانيونس غزة تحت القصف
188,شاهد صواريخ المقاومة تضرب مبنى في عسقلان ردا على استهداف منازل المدنيين في غزة غزه تقاوم,17,25,Name calling/Labeling,المقاومة,1392021726364684289,12.0,20.0,حركة,شاهد صواريخ حركة تضرب مبنى في عسقلان ردا على استهداف منازل المدنيين في غزة غزه تقاوم
189,قتلى وجرحى برصاص ميليشيات الأسد احتفالا ب الانتخابات,17,31,Name calling/Labeling,ميليشيات الأسد,7344,17.0,31.0,ميليشيات من طراز,قتلى وجرحى برصاص ميليشيات من طراز احتفالا ب الانتخابات
190,شاهد الناشط القبلي أسامة بوحلاق يهاجم تنظيم المداخلة واصفا منتسبيه بالإرهابيين القتلة المطبلين للحكام متهمهم بأنهم يمتهنون الكذب ولا يمثلون الدين في شيء,69,96,Name calling/Labeling,بالإرهابيين القتلة المطبلين,7350,67.0,94.0,إرهابيون، قتلة، تلميع.,شاهد الناشط القبلي أسامة بوحلاق يهاجم تنظيم المداخلة واصفا منتسبيه إرهابيون، قتلة، تلميع. للحكام متهمهم بأنهم يمتهنون الكذب ولا يمثلون الدين في شيء
191,وقت يلي بتحتاج المقاومة الفلسطينية فتح جبهات على إسرائيل ستفتح الجبهات من دون اذن احد وهلق شو,32,51,Name calling/Labeling,المقاومة الفلسطينية,1394001534560751617,15.0,34.0,المقاومة الفلسطينية,وقت يلي بتحتاج المقاومة الفلسطينية فتح جبهات على إسرائيل ستفتح الجبهات من دون اذن احد وهلق شو
192,وزير الصحة اللبناني شهيدا وأكثر من آلاف جريح وعدد من المفقودين جراء انفجار مرفأ بيروت,27,33,Name calling/Labeling,شهيدا,1290762682384232448,20.0,25.0,(شديدة),وزير الصحة اللبناني (شديدة) وأكثر من آلاف جريح وعدد من المفقودين جراء انفجار مرفأ بيروت
194,نعم نحن كالبنيان المرصوص ولو كره الكارهون رابط التبرعات في الكويت لأهلنا في السودان من قلبي سلام للخرطوم,35,43,Name calling/Labeling,الكارهون,1302626047788285952,33.0,41.0,الكراهيات.,نعم نحن كالبنيان المرصوص ولو كره الكراهيات. رابط التبرعات في الكويت لأهلنا في السودان من قلبي سلام للخرطوم
198,حكيم القروي في محاور فرنسا قد تكون مسرح جيل جديد من الجهاديين وهناك آلاف جهادي محتمل على أراضيها,1,12,Name calling/Labeling,حكيم القروي,1389148331381821441,0.0,11.0,حكيم القرعاوي,حكيم القرعاوي في محاور فرنسا قد تكون مسرح جيل جديد من الجهاديين وهناك آلاف جهادي محتمل على أراضيها
200,احتفالات بالنصر في غزة فيما سكانها يئنون تحت أنقاض الدمار الذي سببته صواريخ حماس العبثية الإرهابية والتي ارجعتهم سنوات إلى الوراء مضحك قال نصر قال نصر المهزومين,46,58,Name calling/Labeling,أنقاض الدمار,7073,45.0,57.0,دمار الدمار المدمر,احتفالات بالنصر في غزة فيما سكانها يئنون تحت دمار الدمار المدمر الذي سببته صواريخ حماس العبثية الإرهابية والتي ارجعتهم سنوات إلى الوراء مضحك قال نصر قال نصر المهزومين
203,شاهد الناشط القبلي أسامة بوحلاق يهاجم تنظيم المداخلة واصفا منتسبيه بالإرهابيين القتلة المطبلين للحكام متهمهم بأنهم يمتهنون الكذب ولا يمثلون الدين في شيء,118,131,Name calling/Labeling,يمتهنون الكذب,7350,115.0,128.0,إنهم يكذبون,شاهد الناشط القبلي أسامة بوحلاق يهاجم تنظيم المداخلة واصفا منتسبيه بالإرهابيين القتلة المطبلين للحكام متهمهم بأنهم إنهم يكذبون ولا يمثلون الدين في شيء
205,أول رد من المقاتل حبيب على تحدي الرئيس الشيشاني,10,17,Name calling/Labeling,المقاتل,1398946291716177922,10.0,17.0,-القاتل.,أول رد من -القاتل. حبيب على تحدي الرئيس الشيشاني
207,المقاومة الفلسطينية للاحتلال الاسرائيلي إن عدتم عدنا ويدنا على الزناد فيديو عاجل رؤيا الإخباري فلسطين المقاومة الفلسطينية قطاع غزة غزة تنتصر القدس المسجد الأقصى,0,19,Name calling/Labeling,المقاومة الفلسطينية,1395750175071686658,0.0,19.0,المقاومة الفلسطينية,المقاومة الفلسطينية للاحتلال الاسرائيلي إن عدتم عدنا ويدنا على الزناد فيديو عاجل رؤيا الإخباري فلسطين المقاومة الفلسطينية قطاع غزة غزة تنتصر القدس المسجد الأقصى
208,خنساء غزة تودع ابنها الثالث شهيدا فداء للأقصى,0,9,Name calling/Labeling,خنساء غزة,1393536268970217475,0.0,9.0,المرأة في غزة,المرأة في غزة تودع ابنها الثالث شهيدا فداء للأقصى
209,تصريحات استفزازية مضللة مراقب مصري انتخابات عام إعلان التحرير والحالية بداية الإعمار,0,23,Name calling/Labeling,تصريحات استفزازية مضللة,7291,0.0,23.0,تصريحات استفزازية,تصريحات استفزازية مراقب مصري انتخابات عام إعلان التحرير والحالية بداية الإعمار
210,عاجل محكمة الاحتلال الإسرائيلية ترجئ البت في قضية حي بطن الهوى في سلوان فلسطين القدس غزة سلوان حي الشيخ جراح بطن الهوى رؤيا الاخباري,14,22,Name calling/Labeling,الاحتلال,1397473772844863494,11.0,19.0,الهن مهنياً مهنياً مهنياً مهنياً,عاجل محكمة الهن مهنياً مهنياً مهنياً مهنياً الإسرائيلية ترجئ البت في قضية حي بطن الهوى في سلوان فلسطين القدس غزة سلوان حي الشيخ جراح بطن الهوى رؤيا الاخباري
211,مشهد مؤسف مجندة إسرائيلية تعتدي على سيدة فلسطينية أمام أعين أطفالها فلسطين هجوم أطفال,12,27,Name calling/Labeling,مجندة إسرائيلية,1393915750361051138,10.0,25.0,جندي إسرائيلي جندي إسرائيلي.,مشهد مؤسف جندي إسرائيلي جندي إسرائيلي. تعتدي على سيدة فلسطينية أمام أعين أطفالها فلسطين هجوم أطفال
213,مواقع لطخت بالدماء والكيماوي الإرهابي بشار في دوما و سهيل الحسن في كفرعويد فيديو,0,28,Name calling/Labeling,مواقع لطخت بالدماء والكيماوي,7315,0.0,28.0,الأماكن ملطخة بالدماء والكيماويات.,الأماكن ملطخة بالدماء والكيماويات. الإرهابي بشار في دوما و سهيل الحسن في كفرعويد فيديو
216,البلبيسي شخص مريض نفسيا أطلق شائعة حالات الإغماء في إربد نبض البلد رؤيا الاردن كورونا,14,25,Name calling/Labeling,مريض نفسيا,1399804293788622849,13.0,23.0,مُعالجة نفسياً.,البلبيسي شخص مُعالجة نفسياً. أطلق شائعة حالات الإغماء في إربد نبض البلد رؤيا الاردن كورونا
221,تقرير القمع الرقمي تواطئ عمالقة التكنولوجيا في قمع حريات الشعوب,8,20,Name calling/Labeling,القمع الرقمي,7278,6.0,18.0,,تقرير  تواطئ عمالقة التكنولوجيا في قمع حريات الشعوب
222,روسيا تعاود تسويق الكذب وتتهم تحرير الشام و الخوذ البيضاء بالتحضير لاستفزاز كيماوي مزعوم,12,23,Name calling/Labeling,تسويق الكذب,7070,12.0,23.0,تسويق الأكاذيب.,روسيا تعاود تسويق الأكاذيب. وتتهم تحرير الشام و الخوذ البيضاء بالتحضير لاستفزاز كيماوي مزعوم
224,قتلى وجرحى برصاص ميليشيات الأسد احتفالا ب الانتخابات,44,56,Name calling/Labeling,الانتخابات,7344,42.0,52.0,مَـَـْ مَـَـْ مَـْ مَـْْ,قتلى وجرحى برصاص ميليشيات الأسد احتفالا ب مَـَـْ مَـَـْ مَـْ مَـْْ
225,سواء كنت أنا أو قردا أو زرافة لن يعود الفلسطينيون إلى هذا المنزل أبدا ما قصة المستوطن يعقوب الذي فضح جرائم الاحتلال وكشف وجه الاستيطان الحقيقي,106,120,Name calling/Labeling,جرائم الاحتلال,7114,101.0,115.0,,سواء كنت أنا أو قردا أو زرافة لن يعود الفلسطينيون إلى هذا المنزل أبدا ما قصة المستوطن يعقوب الذي فضح  وكشف وجه الاستيطان الحقيقي
226,مع استمرار رفض ميليشيا الحوثي لصيانته أو تفريغه وزير البيئة اليمني على دول البحر الأحمر الاستعداد لمواجهة كارثة محتملة لخزان النفط صافر العربية,15,30,Name calling/Labeling,ميليشيا الحوثي,1399032609221529607,15.0,29.0,ميليشيا الحوثي,مع استمرار رفض ميليشيا الحوثي لصيانته أو تفريغه وزير البيئة اليمني على دول البحر الأحمر الاستعداد لمواجهة كارثة محتملة لخزان النفط صافر العربية
227,الوصال سمو السيد ذي يزن يصدر قرارا وزاريا,9,18,Name calling/Labeling,سمو السيد,1374292494607908864,7.0,16.0,صاحب السمو الملكي.,الوصال صاحب السمو الملكي. ذي يزن يصدر قرارا وزاريا
228,ال س نوار الرشقات والطائرة التي أرسلت خلال المعركة كانت بتنسيق كامل بين الم قاومة في لبنان وغزة,78,89,Name calling/Labeling,الم قاومة,1397577645378969600,72.0,81.0,لم أقاوم,ال س نوار الرشقات والطائرة التي أرسلت خلال المعركة كانت بتنسيق كامل بين لم أقاوم في لبنان وغزة
234,متشددون يقتلون بالسكاكين والمناجل في شرق الكونغو الديمقراطية,0,7,Name calling/Labeling,متشددون,7335,0.0,7.0,-الحارس.,-الحارس. يقتلون بالسكاكين والمناجل في شرق الكونغو الديمقراطية
237,الشمال المحرر يسجل إصابات جديدة ب كورونا والنظام يطلق منصة إلكترونية لتلقي اللقاح,44,50,Name calling/Labeling,النظام,1385503960782495746,42.0,48.0,النظام,الشمال المحرر يسجل إصابات جديدة ب كورونا والنظام يطلق منصة إلكترونية لتلقي اللقاح
238,عاجل الرئاسة الفلسطينية الاعتداءات الوحشية لقوات الاحتلال في المسجد الأقصى هي تحد جديد للمجتمع الدولي,47,61,Name calling/Labeling,لقوات الاحتلال,1391689686545010689,43.0,57.0,لقوات الاحتلال,عاجل الرئاسة الفلسطينية الاعتداءات الوحشية لقوات الاحتلال في المسجد الأقصى هي تحد جديد للمجتمع الدولي
240,شباب فلسطيني يمطرون قوات الاحتلال بالألعاب النارية في اشتباكات عند مخيم شعفاط,20,33,Name calling/Labeling,قوات الاحتلال,1394925798541471745,20.0,33.0,قوات الاحتلال,شباب فلسطيني يمطرون قوات الاحتلال بالألعاب النارية في اشتباكات عند مخيم شعفاط
242,روسيا تعاود تسويق الكذب وتتهم تحرير الشام و الخوذ البيضاء بالتحضير لاستفزاز كيماوي مزعوم,48,61,Name calling/Labeling,الخوذ البيضاء,7070,44.0,57.0,مجلس الأمـن,روسيا تعاود تسويق الكذب وتتهم تحرير الشام و مجلس الأمـن بالتحضير لاستفزاز كيماوي مزعوم
245,نأسف لتدمير برج الجلاء في غزة ضباط إسرائيليون رفيعو المستوى وصفوه ب الخطوة الخاطئة,74,88,Name calling/Labeling,الخطوة الخاطئة,7113,68.0,82.0,خطوة خاطئة,نأسف لتدمير برج الجلاء في غزة ضباط إسرائيليون رفيعو المستوى وصفوه ب خطوة خاطئة
246,المقاومة الفلسطينية للاحتلال الاسرائيلي إن عدتم عدنا ويدنا على الزناد فيديو عاجل رؤيا الإخباري فلسطين المقاومة الفلسطينية قطاع غزة غزة تنتصر القدس المسجد الأقصى,20,39,Name calling/Labeling,للاحتلال الاسرائيلي,1395750175071686658,20.0,39.0,الإسرائيلية في الأراضي الإسرائيلية,المقاومة الفلسطينية الإسرائيلية في الأراضي الإسرائيلية إن عدتم عدنا ويدنا على الزناد فيديو عاجل رؤيا الإخباري فلسطين المقاومة الفلسطينية قطاع غزة غزة تنتصر القدس المسجد الأقصى
248,بايدن العقوبات الأمريكية على بيلاروس قيد التنفيذ,7,25,Name calling/Labeling,العقوبات الأمريكية,7328,6.0,24.0,الجزاءات الأمريكية,بايدن الجزاءات الأمريكية على بيلاروس قيد التنفيذ
250,إصابة مستوطنا في انهيار منصة الاحتفال في القدس المحتلة منهم في حال الخطر الشديد,9,17,Name calling/Labeling,مستوطنا,1393972684304814081,6.0,13.0,متراكمات التراكمات.,إصابة متراكمات التراكمات. في انهيار منصة الاحتفال في القدس المحتلة منهم في حال الخطر الشديد
251,تظاهر آلاف الأردنيين الجمعة في عمان وقرب الحدود الأردنية مع الضفة الغربية المحتلة معبرين عن تضامنهم مع الفلسطينيين ومهنئين ب نصر المقاومة,131,139,Name calling/Labeling,المقاومة,7338,129.0,137.0,حركة,تظاهر آلاف الأردنيين الجمعة في عمان وقرب الحدود الأردنية مع الضفة الغربية المحتلة معبرين عن تضامنهم مع الفلسطينيين ومهنئين ب نصر حركة
255,عماد الخميري الناطق الرسمي باسم حركة النهضة نعترف بالجمهورية الأولى و نعز كل قادتها و المناضلين ضد الاستعمار على رأسهم الحبيب بورقيبة,101,110,Name calling/Labeling,الاستعمار,1287726492479369218,99.0,108.0,لجنة لجنة,عماد الخميري الناطق الرسمي باسم حركة النهضة نعترف بالجمهورية الأولى و نعز كل قادتها و المناضلين ضد لجنة لجنة على رأسهم الحبيب بورقيبة
258,رئيس حركة حماس في غزة يحيى السنوار يقول إن التهدئة التي تم إبرامها مؤخرا مع الاحتلال الإسرائيلي هشة ولم تتضمن حل جذور المشكلة,82,101,Name calling/Labeling,الاحتلال الإسرائيلي,7292,76.0,95.0,الاحتلال الإسرائيلي الاحتلال الإسرائيلي الاحتلال الإسرائيلي,رئيس حركة حماس في غزة يحيى السنوار يقول إن التهدئة التي تم إبرامها مؤخرا مع الاحتلال الإسرائيلي الاحتلال الإسرائيلي الاحتلال الإسرائيلي هشة ولم تتضمن حل جذور المشكلة
261,إسبانيا هجوم بقنبلة حارقة على مكتب إقليمي لتحالف أونيداس بوديموس اليساري عين ليبيا,68,75,Name calling/Labeling,اليساري,1378294819420827651,65.0,72.0,يساراً. يساراً. يساراً.,إسبانيا هجوم بقنبلة حارقة على مكتب إقليمي لتحالف أونيداس بوديموس يساراً. يساراً. يساراً. عين ليبيا
262,إصابة مستوطنا في انهيار منصة الاحتفال في القدس المحتلة منهم في حال الخطر الشديد,45,59,Name calling/Labeling,القدس المحتلة,1393972684304814081,41.0,54.0,أولاً - الأرض المحتلة,إصابة مستوطنا في انهيار منصة الاحتفال في أولاً - الأرض المحتلة منهم في حال الخطر الشديد
266,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا الأزهر الشريف بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا,92,105,Name calling/Labeling,الأزهر الشريف,1388153671288901636,63.0,76.0,أززهرةالعمدة.,ولكن أكثر الناس لا يعلمون شيخ الأزهر أحمد الطيب يكذب من اتهموا أززهرةالعمدة. بالجمود وعدم التجديد مؤكدا على أن الأزهر مجدد ومتجدد دائما وأبدا
267,آلاف الباكستانيين ينظمون مظاهرات لمناصرة فلسطين وإدانة اعتداءات الاحتلال الإسرائيلي على المسجد الأقصى وغزة,65,84,Name calling/Labeling,الاحتلال الإسرائيلي,7109,64.0,83.0,الاحتلال الإسرائيلي الاحتلال الإسرائيلي الاحتلال الإسرائيلي,آلاف الباكستانيين ينظمون مظاهرات لمناصرة فلسطين وإدانة اعتداءات الاحتلال الإسرائيلي الاحتلال الإسرائيلي الاحتلال الإسرائيلي على المسجد الأقصى وغزة
268,اصابات باقتحام الاحتلال لمخيم عايدة في بيت لحم واعتقال فلسطينيا بالضفة صحيفة الرأي الأردن,15,23,Name calling/Labeling,الاحتلال,1400362027219095552,15.0,23.0,الهن مهنياً مهنياً مهنياً مهنياً,اصابات باقتحام الهن مهنياً مهنياً مهنياً مهنياً لمخيم عايدة في بيت لحم واعتقال فلسطينيا بالضفة صحيفة الرأي الأردن
270,عين اليمن السيناريو العراقي يرعب حزب الله في لبنان,11,30,Name calling/Labeling,السيناريو العراقي,1192116108712726530,10.0,27.0,سيناريو العراق,عين اليمن سيناريو العراق يرعب حزب الله في لبنان
273,عين اليمن هذه دوله هادي باختصار فساد وسرقه ونهب ومحسوبيه لاتفرق عن مليشيا الحوثي بشي,68,81,Name calling/Labeling,مليشيا الحوثي,1355223276621070337,67.0,80.0,ميليشيا الحوثي,عين اليمن هذه دوله هادي باختصار فساد وسرقه ونهب ومحسوبيه لاتفرق عن ميليشيا الحوثي بشي
277,عماد بلحاج خليفة الأمين العام للاتحاد الوطني لنقابات قوات الأمن الداخلي لازم المجتمع المدني يساند النفس الإصلاحي الي تعيشو المؤسسة الأمنية,100,114,Name calling/Labeling,النفس الإصلاحي,1313822331253514240,98.0,112.0,ذاتيّة الإصلاح الإصلاحيّة الذاتيّة.,عماد بلحاج خليفة الأمين العام للاتحاد الوطني لنقابات قوات الأمن الداخلي لازم المجتمع المدني يساند ذاتيّة الإصلاح الإصلاحيّة الذاتيّة. الي تعيشو المؤسسة الأمنية
279,وزير الخارجية القطري سنواصل دعم الأشقاء في فلسطين وصولا إلى الحل العادل والدائم بإقامة دولته المستقلة وفق مبادرة السلام العربية ومرجعيات الشرعية الدولية ذات الصلة الخليج أونلاين,33,50,Name calling/Labeling,الأشقاء في فلسطين,7311,32.0,49.0,إخوان في فلسطين,وزير الخارجية القطري سنواصل دعم إخوان في فلسطين وصولا إلى الحل العادل والدائم بإقامة دولته المستقلة وفق مبادرة السلام العربية ومرجعيات الشرعية الدولية ذات الصلة الخليج أونلاين
282,الوفاء للمقاومة تشكيل الحكومة هو المدخل الحصري لخطة الحل والإنقاذ,7,15,Name calling/Labeling,للمقاومة,1395429278708273152,7.0,15.0,-للتصدّي للمقاومة.,الوفاء -للتصدّي للمقاومة. تشكيل الحكومة هو المدخل الحصري لخطة الحل والإنقاذ
283,طيران الاحتلال يقصف شاحنة متوقفة غرب مخيم النصيرات وسط قطاع غزة قبل قليل فلسطين,6,14,Name calling/Labeling,الاحتلال,1395092137549705216,6.0,14.0,الهن مهنياً مهنياً مهنياً مهنياً,طيران الهن مهنياً مهنياً مهنياً مهنياً يقصف شاحنة متوقفة غرب مخيم النصيرات وسط قطاع غزة قبل قليل فلسطين
286,صناعة شخصيات عامة سياسة ينتهجها النظام والمعتقلين في المسالخ البشرية أبرز ضحاياها,37,43,Name calling/Labeling,النظام,1390879218125447169,32.0,38.0,النظام,صناعة شخصيات عامة سياسة ينتهجها النظام والمعتقلين في المسالخ البشرية أبرز ضحاياها
289,مسؤولة روسية تصريحات الرئيس البولندي حول روسيا غير أخلاقية,48,59,Name calling/Labeling,غير أخلاقية,7334,47.0,58.0,من الناحية الأخلاقية.,مسؤولة روسية تصريحات الرئيس البولندي حول روسيا من الناحية الأخلاقية.
290,عين اليمن هذه دوله هادي باختصار فساد وسرقه ونهب ومحسوبيه لاتفرق عن مليشيا الحوثي بشي,15,24,Name calling/Labeling,دوله هادي,1355223276621070337,14.0,23.0,ولاية (هادي) الولاية.,عين اليمن هذه ولاية (هادي) الولاية. باختصار فساد وسرقه ونهب ومحسوبيه لاتفرق عن مليشيا الحوثي بشي
301,مشاهد وكلمات حزينة لسكان غزة من أطلال ذكرياتهم التي تدمرت من القصف تاجر خسر محله في برج الشروق المدمر يختصر مأساة أهل القطاع العربية,0,18,Name calling/Labeling,مشاهد وكلمات حزينة,7038,0.0,18.0,المشاهدات و الكلمات الحزينة,المشاهدات و الكلمات الحزينة لسكان غزة من أطلال ذكرياتهم التي تدمرت من القصف تاجر خسر محله في برج الشروق المدمر يختصر مأساة أهل القطاع العربية
302,الم قاومة تخلد ذكرى الش هداء بصواريخ وأسلحة نوعية خلال معركة سيف القدس إليكم القصة فلسطين تنتصر,27,43,Name calling/Labeling,الش هداء,1396531706098851843,20.0,28.0,، SHS ، SHS ، SHS ، SHS ، SHS ، SSS ، SSH ، SH ، SH ، SH ، SH ، SH ، SH ، SS ، SH ، SH ، SH ، SS ، SH ، SH ، SS ، SS ، SS ، SS ، SH ، SH ، SS ، SS ، SH ، SH ، SS ، SS ، SH ، SH ، SH ، SS ، SS ، SS ، SS ، SH ، SH ، SH ، SH ، S ، SH ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ،,الم قاومة تخلد ذكرى ، SHS ، SHS ، SHS ، SHS ، SHS ، SSS ، SSH ، SH ، SH ، SH ، SH ، SH ، SH ، SS ، SH ، SH ، SH ، SS ، SH ، SH ، SS ، SS ، SS ، SS ، SH ، SH ، SS ، SS ، SH ، SH ، SS ، SS ، SH ، SH ، SH ، SS ، SS ، SS ، SS ، SH ، SH ، SH ، SH ، S ، SH ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، S ، بصواريخ وأسلحة نوعية خلال معركة سيف القدس إليكم القصة فلسطين تنتصر
308,رؤساء البرلمانات العربية يطالبون بتدخل دولي عاجل لوضع حد نهائي لممارسات إسرائيل الإجرامية غير الإنسانية,63,79,Name calling/Labeling,لممارسات إسرائيل,1392575259711266821,63.0,79.0,إسرائيل & & & & & & &; ممارسات,رؤساء البرلمانات العربية يطالبون بتدخل دولي عاجل لوضع حد نهائي إسرائيل & & & & & & &; ممارسات الإجرامية غير الإنسانية
313,طفل فلسطيني يبكي لأن جنود الاحتلال الإسرائيلي منعوه من الصلاة في الأقصى نبكيك يا قدس عاجل رؤيا الإخباري فلسطين المسجد الأقصى القدس,26,45,Name calling/Labeling,الاحتلال الإسرائيلي,1390781467031228417,26.0,45.0,الاحتلال الإسرائيلي الاحتلال الإسرائيلي الاحتلال الإسرائيلي,طفل فلسطيني يبكي لأن جنود الاحتلال الإسرائيلي الاحتلال الإسرائيلي الاحتلال الإسرائيلي منعوه من الصلاة في الأقصى نبكيك يا قدس عاجل رؤيا الإخباري فلسطين المسجد الأقصى القدس
314,العدل أداة الملك ونجم أداة العهد في الثلث المعطل التفاصيل في النشرة المسائية,0,20,Name calling/Labeling,العدل أداة الملك,1397224339540426752,0.0,16.0,العدالة هي أداة الملك.,العدالة هي أداة الملك. ونجم أداة العهد في الثلث المعطل التفاصيل في النشرة المسائية
319,تل أبيب تستدعي السفير الفرنسي على خلفية تصريحات تتهم إسرائيل بالفصل العنصري التفاصيل مع مراسلتنا من باريس عزة غريبة,63,77,Name calling/Labeling,بالفصل العنصري,1397875908711698433,61.0,75.0,مـن,تل أبيب تستدعي السفير الفرنسي على خلفية تصريحات تتهم إسرائيل مـن التفاصيل مع مراسلتنا من باريس عزة غريبة
321,تظاهر آلاف الأردنيين الجمعة في عمان وقرب الحدود الأردنية مع الضفة الغربية المحتلة معبرين عن تضامنهم مع الفلسطينيين ومهنئين ب نصر المقاومة,60,81,Name calling/Labeling,الضفة الغربية المحتلة,7338,60.0,81.0,الضفة الغربية المحتلة,تظاهر آلاف الأردنيين الجمعة في عمان وقرب الحدود الأردنية مع الضفة الغربية المحتلة معبرين عن تضامنهم مع الفلسطينيين ومهنئين ب نصر المقاومة
329,عاجل القناة العبرية انفجار طائرة دون طيار مفخخة في سماء إحدى مستوطنات غلاف غزة,74,85,Name calling/Labeling,مستوطنات,1392812816961314816,61.0,69.0,المـتـجـلل,عاجل القناة العبرية انفجار طائرة دون طيار مفخخة في سماء إحدى المـتـجـلل غلاف غزة
341,لا حياد مع الكيان الصهيوني الحياد يعني تسليم رقابنا لهذا العدو المجرم المقاومة ثم المقاومة ثم المقاومة وهلق شو,70,82,Name calling/Labeling,العدو المجرم,1394010173098893317,57.0,69.0,العدو الإجرامي,لا حياد مع الكيان الصهيوني الحياد يعني تسليم رقابنا لهذا العدو الإجرامي المقاومة ثم المقاومة ثم المقاومة وهلق شو
342,تظاهرة طلابية في مدينة حيفا المحتلة الليلة الماضية إسنادا لأهالي حي الشيخ جراح في وجه مخططات الاحتلال,26,39,Name calling/Labeling,حيفا المحتلة,1390217173663162371,23.0,35.0,مُنْشْرِر مُنْشْرِرْ,تظاهرة طلابية في مدينة مُنْشْرِر مُنْشْرِرْ الليلة الماضية إسنادا لأهالي حي الشيخ جراح في وجه مخططات الاحتلال
351,تونس لص حنون يسرق هاتفا ويعيد الشريحة وبطاقة الذاكرة لصاحبته,8,15,Name calling/Labeling,لص حنون,1396113781353238538,5.0,12.0,اللص الحبي.,تونس اللص الحبي. يسرق هاتفا ويعيد الشريحة وبطاقة الذاكرة لصاحبته
352,الوصال جلالة السلطان يتلقى رسالة خطية من الرئيس الفلسطيني,9,22,Name calling/Labeling,جلالة السلطان,1399994350977826818,7.0,20.0,جلالة السلطان,الوصال جلالة السلطان يتلقى رسالة خطية من الرئيس الفلسطيني
353,عاجل المقاومة تطلق رشقة صاروخية باتجاه الأراضي الفلسطينية المحتلة صفارات الإنذار تدوي في مستوطنات غلاف غزة غزة تحت القصف,9,17,Name calling/Labeling,المقاومة,1394482675092754435,5.0,13.0,حركة,عاجل حركة تطلق رشقة صاروخية باتجاه الأراضي الفلسطينية المحتلة صفارات الإنذار تدوي في مستوطنات غلاف غزة غزة تحت القصف
354,عاجل خطيب الأقصى الاحتلال يحاول إثبات عدم الهزيمة ورد الاعتبار بالاقتحامات  صحيفة الرأي الأردن,21,29,Name calling/Labeling,الاحتلال,1396356154951970820,17.0,25.0,الهن مهنياً مهنياً مهنياً مهنياً,عاجل خطيب الأقصى الهن مهنياً مهنياً مهنياً مهنياً يحاول إثبات عدم الهزيمة ورد الاعتبار بالاقتحامات  صحيفة الرأي الأردن
364,احتفالات بالنصر في غزة فيما سكانها يئنون تحت أنقاض الدمار الذي سببته صواريخ حماس العبثية الإرهابية والتي ارجعتهم سنوات إلى الوراء مضحك قال نصر قال نصر المهزومين,70,100,Name calling/Labeling,صواريخ حماس العبثية الإرهابية,7073,69.0,98.0,صواريخ إرهابية وإرهابية.,احتفالات بالنصر في غزة فيما سكانها يئنون تحت أنقاض الدمار الذي سببته صواريخ إرهابية وإرهابية. والتي ارجعتهم سنوات إلى الوراء مضحك قال نصر قال نصر المهزومين
365,نواة في دقيقة الشاهد والنهضة رجل التوافق ينهي تحالف الشيخين,31,42,Name calling/Labeling,رجل التوافق,1052186410705399808,29.0,40.0,الرجل المتوافق.,نواة في دقيقة الشاهد والنهضة الرجل المتوافق. ينهي تحالف الشيخين
