,start,end,technique,text,full_text,id,start_new,end_new
841,44,49,Loaded Language,يجتاح,بئر علي بن خليفة مرض الالتهاب الكبدي صنف أ يجتاح المدارس,831936208167133188,43.0,48.0
842,18,57,Appeal to fear/prejudice,مرض الالتهاب الكبدي صنف أ يجتاح المدارس,بئر علي بن خليفة مرض الالتهاب الكبدي صنف أ يجتاح المدارس,831936208167133188,17.0,56.0
843,17,34,Name calling/Labeling,مثقفون موريتانيون,قضية بن بطوش مثقفون موريتانيون يدعون إسبانيا إلى تدبير الأزمة بحكمة,1395707213323415557,13.0,30.0
844,59,65,Loaded Language,الأزمة,قضية بن بطوش مثقفون موريتانيون يدعون إسبانيا إلى تدبير الأزمة بحكمة,1395707213323415557,55.0,61.0
845,66,71,Loaded Language,بحكمة,قضية بن بطوش مثقفون موريتانيون يدعون إسبانيا إلى تدبير الأزمة بحكمة,1395707213323415557,62.0,67.0
846,77,150,Glittering generalities (Virtue),مبادرات سمو الشيخ ناصر بن حمد تعزز الفخر بالتراث البحريني والهوية الوطنية,أشاد بزيارة سموه إلى موقع برنامج السارية في القرية التراثية وزير الإعلام مبادرات سمو الشيخ ناصر بن حمد تعزز الفخر بالتراث البحريني والهوية الوطنية,1385276689983418375,73.0,146.0
847,107,111,Loaded Language,تعزز,أشاد بزيارة سموه إلى موقع برنامج السارية في القرية التراثية وزير الإعلام مبادرات سمو الشيخ ناصر بن حمد تعزز الفخر بالتراث البحريني والهوية الوطنية,1385276689983418375,103.0,107.0
848,112,117,Loaded Language,الفخر,أشاد بزيارة سموه إلى موقع برنامج السارية في القرية التراثية وزير الإعلام مبادرات سمو الشيخ ناصر بن حمد تعزز الفخر بالتراث البحريني والهوية الوطنية,1385276689983418375,108.0,113.0
849,0,0,no technique,,واحدة من الشخصيات الأكثر شهرة في تاريخ لعبة غولف السيدات أنيكا سورينستام تخلق فرصا للجيل القادم من لاعبات الغولف,1393846208926470146,0.0,0.0
850,7,15,Name calling/Labeling,للمقاومة,الوفاء للمقاومة تشكيل الحكومة هو المدخل الحصري لخطة الحل والإنقاذ,1395429278708273152,7.0,15.0
851,17,66,Appeal to authority,تشكيل الحكومة هو المدخل الحصري لخطة الحل والإنقاذ,الوفاء للمقاومة تشكيل الحكومة هو المدخل الحصري لخطة الحل والإنقاذ,1395429278708273152,16.0,65.0
852,0,0,no technique,,المالية النيابية البحث عن مكاسب مسبقة للانتخابات المبكرة يعطل الموازنة,1374223199949438979,0.0,0.0
853,41,45,Loaded Language,مخيف,ارتفاع الاصابات بكورونا لدى الشباب بشكل مخيف,1387016744821198849,40.0,44.0
854,0,0,no technique,,الوصال أين يقع متحف أرض اللبان ولاية مرباط ولاية ثمريت ولاية صلالة السؤال ل ابتهال فريق حواء برنامج المسابقات حواء الاولى وادم الاول,1383738211160100873,0.0,0.0
855,5,19,Name calling/Labeling,أجواء احتفالية,صور أجواء احتفالية في القدس بعد دخول اتفاق وقف إطلاق النار حيز التنفيذ بين المقاومة الفلسطينية وإسرائيل غزة تنتصر,1395546665533296642,4.0,18.0
856,77,96,Name calling/Labeling,المقاومة الفلسطينية,صور أجواء احتفالية في القدس بعد دخول اتفاق وقف إطلاق النار حيز التنفيذ بين المقاومة الفلسطينية وإسرائيل غزة تنتصر,1395546665533296642,75.0,94.0
857,106,116,Slogans,غزة تنتصر,صور أجواء احتفالية في القدس بعد دخول اتفاق وقف إطلاق النار حيز التنفيذ بين المقاومة الفلسطينية وإسرائيل غزة تنتصر,1395546665533296642,104.0,113.0
858,0,0,no technique,,الباحث في العلاج المناعي بجامعة كارديف محمد الحاج علي الفطر الأسود موجود في التربة والخضروات قبل اكتشاف كورونا ونقص المناعة سبب رئيسي للإصابة به العربية,1396460761896169472,0.0,0.0
859,24,29,Loaded Language,مخاوف,بث مباشر على الرغم من مخاوف الوباء الرئيس البرازيلي يقود موكبا إلى النصب التذكاري للحرب العالمية الثانية سكاي مباشر,1396476762440314882,22.0,27.0
860,30,36,Loaded Language,الوباء,بث مباشر على الرغم من مخاوف الوباء الرئيس البرازيلي يقود موكبا إلى النصب التذكاري للحرب العالمية الثانية سكاي مباشر,1396476762440314882,28.0,34.0
861,51,56,Loaded Language,أصالة,شاهد بلدة الخبراء التراثية أبنية طينية تحملك إلى أصالة الماضي,1397183087147114499,49.0,54.0
862,48,51,Loaded Language,خطر,الدفاع المدني الألعاب النارية خطر يهدد الأطفال لاتعكروا فرحة العيد باقتنائها,1392092950402830343,30.0,33.0
863,52,56,Loaded Language,يهدد,الدفاع المدني الألعاب النارية خطر يهدد الأطفال لاتعكروا فرحة العيد باقتنائها,1392092950402830343,34.0,38.0
864,68,74,Loaded Language,تعكروا,الدفاع المدني الألعاب النارية خطر يهدد الأطفال لاتعكروا فرحة العيد باقتنائها,1392092950402830343,49.0,55.0
865,0,0,no technique,,تمزج بين النسختين البريطانية والهندية السلطات الصحية في فيتنام تكتشف نسخة جديدة متحورة لفيروس كورونا العربية,1398982324772016129,0.0,0.0
866,13,18,Loaded Language,تدمير,إسرائيل تعلن تدمير نقطة مراقبة سورية في الجولان انتهكت سيادتها عاجل,1399801436351905793,13.0,18.0
867,49,55,Loaded Language,انتهكت,إسرائيل تعلن تدمير نقطة مراقبة سورية في الجولان انتهكت سيادتها عاجل,1399801436351905793,48.0,54.0
868,0,16,Name calling/Labeling,القراءات النسوية,القراءات النسوية للنص القرآني سؤال اللغة,1207717979250724865,0.0,16.0
869,27,32,Loaded Language,يقتنص,بفارق هدف واحد هاري كين يقتنص الحذاء الذهبي لهداف الدوري الإنجليزي من محمد صلاح,1396546509055856641,24.0,29.0
870,9,15,Name calling/Labeling,النظام,وزير نفط النظام من النفط السوري تحت النفوذ الأمريكي ووعوده بوصول التوريدات تتلاشى,1372926441474691073,9.0,15.0
871,80,86,Loaded Language,تتلاشى,وزير نفط النظام من النفط السوري تحت النفوذ الأمريكي ووعوده بوصول التوريدات تتلاشى,1372926441474691073,75.0,81.0
872,36,40,Loaded Language,بفضل,شاعر إسباني دفع حياته ثمنا لاعترافه بفضل الثقافة العربية قصة العرب في الأندلس وبصمة تركوها على مدار ٨ قرون تعرف على القصة روافد,1397946316941103105,36.0,40.0
873,12,26,Loaded Language,دفع حياته ثمنا,شاعر إسباني دفع حياته ثمنا لاعترافه بفضل الثقافة العربية قصة العرب في الأندلس وبصمة تركوها على مدار ٨ قرون تعرف على القصة روافد,1397946316941103105,12.0,26.0
874,32,51,Name calling/Labeling,المقاومة الفلسطينية,وقت يلي بتحتاج المقاومة الفلسطينية فتح جبهات على إسرائيل ستفتح الجبهات من دون اذن احد وهلق شو,1394001534560751617,15.0,34.0
875,0,0,no technique,,كرامي بعد جلسة مجلس النواب اللهم انا لا نسألك رد القضاء وانما نسألك اللطف فيه,1396173098160906244,0.0,0.0
876,25,40,Loaded Language,اشتد عليه الجوع,ماذا فعل طائر نورس عندما اشتد عليه الجوع في مدينة اسكتلندية غرائب,1394380823206449157,25.0,40.0
877,0,0,no technique,,الجيش الإسرائيلي يدرس الوضع الصحي لخصومه عين ليبيا,1383542766219583500,0.0,0.0
878,7,27,Name calling/Labeling,قبة إسرائيل الحديدية,تهاوي قبة إسرائيل الحديدية أمام صواريخ المقاومة يدعو للتساؤل ما مدى فعاليتها أمام هجوم متطور,1395515959578927108,6.0,26.0
879,52,96,Doubt,يدعو للتساؤل ما مدى فعاليتها أمام هجوم متطور,تهاوي قبة إسرائيل الحديدية أمام صواريخ المقاومة يدعو للتساؤل ما مدى فعاليتها أمام هجوم متطور,1395515959578927108,48.0,92.0
880,0,5,Loaded Language,تهاوي,تهاوي قبة إسرائيل الحديدية أمام صواريخ المقاومة يدعو للتساؤل ما مدى فعاليتها أمام هجوم متطور,1395515959578927108,0.0,5.0
881,41,49,Name calling/Labeling,المقاومة,تهاوي قبة إسرائيل الحديدية أمام صواريخ المقاومة يدعو للتساؤل ما مدى فعاليتها أمام هجوم متطور,1395515959578927108,39.0,47.0
882,0,0,no technique,,الكشف عن تطورات صحة فنانة مشهورة بعد إصابتها ب كورونا العراق السومرية,1400139104856248323,0.0,0.0
883,0,0,no technique,,للعام الثالث رالي داكار يقام في الربع الخالي,1392205794054180868,0.0,0.0
884,0,0,no technique,,الجانبان أكدا على أهمية الحوار بين باكستان والهند لحل القضايا العالقة بين البلدين خصوصا نزاع جامو وكشمير لضمان السلام والاستقرار في المنطقة,1391079106985566211,0.0,0.0
885,126,131,Loaded Language,العنف,عاجل الجزيرة محكمة إسرائيلية تمدد اعتقال كمال الخطيب نائب رئيس الحركة الإسلامية داخل الخط الاخضر وتوجه له تهمتي التحريض على العنف والإرهاب,1397805231405142027,124.0,129.0
886,133,140,Loaded Language,الإرهاب,عاجل الجزيرة محكمة إسرائيلية تمدد اعتقال كمال الخطيب نائب رئيس الحركة الإسلامية داخل الخط الاخضر وتوجه له تهمتي التحريض على العنف والإرهاب,1397805231405142027,131.0,138.0
887,114,121,Loaded Language,التحريض,عاجل الجزيرة محكمة إسرائيلية تمدد اعتقال كمال الخطيب نائب رئيس الحركة الإسلامية داخل الخط الاخضر وتوجه له تهمتي التحريض على العنف والإرهاب,1397805231405142027,112.0,119.0
888,55,60,Loaded Language,الخوف,ريبورتاج فلسطينيو حي الشيخ جراح بالقدس بين الصدمة والخوف إثر موجة العنف الأخيرة,1391447768439218180,51.0,56.0
889,65,75,Loaded Language,موجة العنف,ريبورتاج فلسطينيو حي الشيخ جراح بالقدس بين الصدمة والخوف إثر موجة العنف الأخيرة,1391447768439218180,61.0,71.0
890,22,43,Name calling/Labeling,موقوفي أحداث الدراز,الأكثر قراءة أهالي موقوفي أحداث الدراز قلقون على أبنائنا بعد انقطاع أخبارهم,870563139724730369,19.0,38.0
891,11,17,Loaded Language,مفاجئة,عين اليمن مفاجئة لليمنيين تخفيض أسعار الوقود ابتداء من اليوم,1236929393165045760,10.0,16.0
892,20,24,Loaded Language,أطاح,غويتا الرجل الذي أطاح برئيسين في أقل من عام,1397602388513628160,17.0,21.0
893,54,65,Name calling/Labeling,أطفال الأمل,الفنانة نانسي عجاج تحتفل بعيد ميلادها بالدموع رفقة أطفال الأمل ببرج الأمل السرطان السودان,1366781131027316738,51.0,62.0
894,18,29,Loaded Language,قلب الإعصار,بابلو إغليسياس في قلب الإعصار بسبب تشكيكه في الحياة الديمقراطية الطبيعية في اسبانيا,1359922588361850887,18.0,29.0
895,6,16,Loaded Language,وتفوق هائل,وصافة وتفوق هائل ل أرامكو السعودية هنا ترتيب أكبر شركات العالم ربحية,1389516794931646465,6.0,16.0
896,0,75,Glittering generalities (Virtue),وصافة وتفوق هائل ل أرامكو السعودية هنا ترتيب أكبر شركات العالم ربحية,وصافة وتفوق هائل ل أرامكو السعودية هنا ترتيب أكبر شركات العالم ربحية,1389516794931646465,0.0,68.0
897,54,60,Loaded Language,لإغاثة,بعد مرور ساعة على انطلاقة حملة سالمة ياسودان القطرية لإغاثة الشعب السوداني جراء فيضانات السودان التبرعات تصل إلى أكثر من مليون ريال قطري السودان,1304497164488527873,53.0,59.0
898,78,90,Loaded Language,تحبس أنفاسها,العالم لن يتجاوز أزمة كورونا قبل تطعيم من سكانه منظمة الصحة العالمية تحبس أنفاسها بسبب ارتفاع أعداد المصابين بالسلالات المتحورة تقرير مريم أوباييش الحصاد,1398406228221607937,69.0,81.0
899,0,0,no technique,,أحدهما طفل مخلفات القصف والمعارك تودي بحياة شخصين بأرياف درعا ودير الزور,1363867147454267399,0.0,0.0
900,97,109,Slogans,القدس ينتفض,الوصال القدس في قلوبنا حلقة خاصة من فوانيس الوصال مع الدكتور المعتصم المعمري القدس ينتفض الأقصى ينتفض عمانيون مع القدس,1391800521552547846,77.0,88.0
901,110,123,Slogans,الأقصى ينتفض,الوصال القدس في قلوبنا حلقة خاصة من فوانيس الوصال مع الدكتور المعتصم المعمري القدس ينتفض الأقصى ينتفض عمانيون مع القدس,1391800521552547846,89.0,101.0
902,124,141,Slogans,عمانيون مع القدس,الوصال القدس في قلوبنا حلقة خاصة من فوانيس الوصال مع الدكتور المعتصم المعمري القدس ينتفض الأقصى ينتفض عمانيون مع القدس,1391800521552547846,102.0,118.0
903,43,61,Name calling/Labeling,الشراكة الاقتصادية,رئيس الوزراء الفرنسي يزور تونس لبحث ملفات الشراكة الاقتصادية و الأزمة الصحية تونس فرنسا,1400359930889183235,42.0,60.0
904,0,23,Loaded Language,وفاة طفل وسيدتين حرقا,وفاة طفل وسيدتين حرقا في مخيم نبع الأمل شمال إدلب,1391861141761110020,0.0,21.0
905,57,61,Loaded Language,قصف,وصول عدد من الأطفال المصابين إلى مشفى أبو يوسف النجار بعد قصف منزل في حي جنينة برفح تصوير أنس الغول غزة تحت القصف,1392898447204888579,58.0,61.0
906,119,133,Slogans,غزة تحت القصف,وصول عدد من الأطفال المصابين إلى مشفى أبو يوسف النجار بعد قصف منزل في حي جنينة برفح تصوير أنس الغول غزة تحت القصف,1392898447204888579,100.0,113.0
907,102,118,Slogans,,وصول عدد من الأطفال المصابين إلى مشفى أبو يوسف النجار بعد قصف منزل في حي جنينة برفح تصوير أنس الغول غزة تحت القصف,1392898447204888579,0.0,0.0
908,25,29,Loaded Language,داوي,شاهد يا قارئ القرآن داوي قلوبنا بتلاوة تزدان بالتجويد برنامج مزامير الترتيل,1386715499145408513,20.0,24.0
909,26,31,Name calling/Labeling,شهداء,مباشر مهرجان تكريم عوائل شهداء معركة سيف القدس في مدينة رفح,1398287473764192266,25.0,30.0
910,6,14,Name calling/Labeling,الاحتلال,طيران الاحتلال يقصف شاحنة متوقفة غرب مخيم النصيرات وسط قطاع غزة قبل قليل فلسطين,1395092137549705216,6.0,14.0
911,14,19,Loaded Language,يقصف,طيران الاحتلال يقصف شاحنة متوقفة غرب مخيم النصيرات وسط قطاع غزة قبل قليل فلسطين,1395092137549705216,15.0,19.0
912,27,37,Loaded Language,يثير الحزن,المقعد الفارغ لوزير الدفاع يثير الحزن في جلسة مجلس الوزراء,1246050588368031744,27.0,37.0
913,14,19,Loaded Language,حدادا,الحياة متوقفة حدادا على من فقدوا حياتهم إضراب عام في كل المدن الفلسطينية تضامنا مع ضحايا قطاع غزة,1394586057794981888,14.0,19.0
914,85,90,Name calling/Labeling,ضحايا,الحياة متوقفة حدادا على من فقدوا حياتهم إضراب عام في كل المدن الفلسطينية تضامنا مع ضحايا قطاع غزة,1394586057794981888,83.0,88.0
915,85,90,Loaded Language,ضحايا,الحياة متوقفة حدادا على من فقدوا حياتهم إضراب عام في كل المدن الفلسطينية تضامنا مع ضحايا قطاع غزة,1394586057794981888,83.0,88.0
916,56,64,Loaded Language,احتجاجا,الشرطة الفلسطينية تمنع متظاهرين من الوصول لمقر المقاطعة احتجاجا على زيارة وزير الخارجية الألماني ومواقفه المنحازة للاحتلال غزة تحت القصف,1395412118502055938,56.0,63.0
917,115,123,Name calling/Labeling,للاحتلال,الشرطة الفلسطينية تمنع متظاهرين من الوصول لمقر المقاطعة احتجاجا على زيارة وزير الخارجية الألماني ومواقفه المنحازة للاحتلال غزة تحت القصف,1395412118502055938,114.0,122.0
918,142,156,Slogans,غزة تحت القصف,الشرطة الفلسطينية تمنع متظاهرين من الوصول لمقر المقاطعة احتجاجا على زيارة وزير الخارجية الألماني ومواقفه المنحازة للاحتلال غزة تحت القصف,1395412118502055938,123.0,136.0
919,125,141,Slogans,,الشرطة الفلسطينية تمنع متظاهرين من الوصول لمقر المقاطعة احتجاجا على زيارة وزير الخارجية الألماني ومواقفه المنحازة للاحتلال غزة تحت القصف,1395412118502055938,0.0,0.0
920,99,104,Loaded Language,مخاطر,عين اليمن عاجل وزير الإعلام معمر الإرياني يحذر من تكرار سيناريو مرفأ بيروت ويدعو لسرعة إحتواء مخاطر الناقلة صافر,1291056987980144641,94.0,99.0
921,36,42,Loaded Language,متدهور,الصحة العالمية النظام الصحي في غزة متدهور ونزوح ألفا من منازلهم يفرض تحديات كبيرة,1395682886767063044,35.0,41.0
922,73,85,Loaded Language,تحديات كبيرة,الصحة العالمية النظام الصحي في غزة متدهور ونزوح ألفا من منازلهم يفرض تحديات كبيرة,1395682886767063044,69.0,81.0
923,118,125,Loaded Language,الوباء,وارتياد المحلات والمجمعات التجارية والأسواق الشعبية في الأوقات المزدحمة حماية للنفس والأسرة والمجتمع من انتشار الوباء,1383043617644761095,111.0,117.0
924,0,0,no technique,,فريد الياس الخازن يوم لبناني في الفاتيكان لكنه ليس للتدخل بالسياسيات الداخلية اللبنانية,1399354385583558661,0.0,0.0
925,0,0,no technique,,من عمان قطافها دانية إصدار أدبي خامس بنكهة طلابية عمانية من لندن عبير بنت صالح الربيعية الأمين العام للمجلس الاستشاري الطلابي العماني بالمملكة المتحدة,1360115708181553153,0.0,0.0
926,23,27,Loaded Language,ضخمة,كلها فلسطين تظاهرة ضخمة بالدوحة نصرة للقدس وغزة وتنديدا بعدوان الاحتلال غزة تحت القصف,1393666061996904452,19.0,23.0
927,62,69,Loaded Language,بعدوان,كلها فلسطين تظاهرة ضخمة بالدوحة نصرة للقدس وغزة وتنديدا بعدوان الاحتلال غزة تحت القصف,1393666061996904452,56.0,62.0
928,70,78,Name calling/Labeling,الاحتلال,كلها فلسطين تظاهرة ضخمة بالدوحة نصرة للقدس وغزة وتنديدا بعدوان الاحتلال غزة تحت القصف,1393666061996904452,63.0,71.0
929,97,111,Slogans,غزة تحت القصف,كلها فلسطين تظاهرة ضخمة بالدوحة نصرة للقدس وغزة وتنديدا بعدوان الاحتلال غزة تحت القصف,1393666061996904452,72.0,85.0
930,80,96,Slogans,,كلها فلسطين تظاهرة ضخمة بالدوحة نصرة للقدس وغزة وتنديدا بعدوان الاحتلال غزة تحت القصف,1393666061996904452,0.0,0.0
931,37,58,Appeal to fear/prejudice,الفطر الأسود بكل مكان,استشاري الأمراض المعدية ضرار بلعاوي الفطر الأسود بكل مكان لكنه يؤثر مع ضعف المناعة وانتشاره ب الهند يرجع للإفراط في الكورتيزون وزيادة مرضى السكري العربية,1397935406230949908,36.0,57.0
932,0,0,no technique,,رقصة ودية بين جنود إسرائيليين ومصريين على الحدود الفاصلة بين البلدين,1389680149835231240,0.0,0.0
933,14,21,Loaded Language,يصطدمون,قاصرون مغاربة يصطدمون بواقع الإيواء ومشاكل التشرد والاعتداء في سبتة جهات السلطات الإسبانية القاصرون المغاربة,1394928952687284226,14.0,21.0
934,37,50,Name calling/Labeling,مشاكل التشرد,قاصرون مغاربة يصطدمون بواقع الإيواء ومشاكل التشرد والاعتداء في سبتة جهات السلطات الإسبانية القاصرون المغاربة,1394928952687284226,37.0,49.0
935,43,49,Loaded Language,التشرد,قاصرون مغاربة يصطدمون بواقع الإيواء ومشاكل التشرد والاعتداء في سبتة جهات السلطات الإسبانية القاصرون المغاربة,1394928952687284226,43.0,49.0
936,51,59,Loaded Language,الاعتداء,قاصرون مغاربة يصطدمون بواقع الإيواء ومشاكل التشرد والاعتداء في سبتة جهات السلطات الإسبانية القاصرون المغاربة,1394928952687284226,51.0,59.0
937,52,56,Loaded Language,هجوم,بوتين يدعو إلى اتخاذ جهود دولية لمحاربة الارهاب بعد هجوم لندن بريطانيا روسيا,871320612303777792,52.0,56.0
938,63,69,Loaded Language,انهيار,منسقو الاستجابة عدم تجديد آلية دخول المساعدات الإنسانية سيسبب انهيار اقتصادي وإنساني,1400437596292067332,62.0,68.0
939,0,0,no technique,,محمد صلاح يرد على احتفال هاري كين مهاجم توتنهام بلقب هداف الدوري الإنجليزي على تويتر تستحق اللقب عن جدارة أهنئك,1396782395160993792,0.0,0.0
940,0,0,no technique,,طاعة الرسول ﷺ هي طاعة لله فهو مؤيد بالوحي ولا ينطق عن الهوى تأملات قرآنية,1389702564694855682,0.0,0.0
941,13,19,Loaded Language,يمطرون,شباب فلسطيني يمطرون قوات الاحتلال بالألعاب النارية في اشتباكات عند مخيم شعفاط,1394925798541471745,13.0,19.0
942,20,33,Name calling/Labeling,قوات الاحتلال,شباب فلسطيني يمطرون قوات الاحتلال بالألعاب النارية في اشتباكات عند مخيم شعفاط,1394925798541471745,20.0,33.0
943,54,62,Loaded Language,اشتباكات,شباب فلسطيني يمطرون قوات الاحتلال بالألعاب النارية في اشتباكات عند مخيم شعفاط,1394925798541471745,54.0,62.0
944,0,0,no technique,,المدير الفني لنادي ليفربول ينفعل في وجه صحفي بسبب محمد صلاح,1363161372251586561,0.0,0.0
945,0,0,no technique,,الوصال الإصلاح الاقتصادي حلقة اليوم من فوانيس الوصال مع الدكتور المعتصم المعمري وضيفه الأكاديمي والباحث الاقتصادي الدكتور محمد الوردي,1386726467850182663,0.0,0.0
946,48,63,Loaded Language,وقف اطلاق النار,عاجل الجزيرة خبراء الأمم المتحدة نرحب بإعلان وقف اطلاق النار ونطالب بتحقيق للمحكمة الجنائية في الهجمات على المدنيين غزة تنتصر,1395772541751463936,45.0,60.0
947,119,129,Slogans,غزة تنتصر,عاجل الجزيرة خبراء الأمم المتحدة نرحب بإعلان وقف اطلاق النار ونطالب بتحقيق للمحكمة الجنائية في الهجمات على المدنيين غزة تنتصر,1395772541751463936,116.0,125.0
948,3,28,Name calling/Labeling,حضرة صاحب الجلالة السلطان,حضرة صاحب الجلالة السلطان هيثم بن طارق المعظم القائد الأعلى حفظه الله ورعاه يقيم مساء اليوم حفل عشاء بمناسبة يوم القوات المسلحة بقصر البركة العامر,1337444724651732992,0.0,25.0
949,43,63,Name calling/Labeling,المعظم القائد الأعلى,حضرة صاحب الجلالة السلطان هيثم بن طارق المعظم القائد الأعلى حفظه الله ورعاه يقيم مساء اليوم حفل عشاء بمناسبة يوم القوات المسلحة بقصر البركة العامر,1337444724651732992,39.0,59.0
950,3,155,Glittering generalities (Virtue),حضرة صاحب الجلالة السلطان هيثم بن طارق المعظم القائد الأعلى حفظه الله ورعاه يقيم مساء اليوم حفل عشاء بمناسبة يوم القوات المسلحة بقصر البركة العامر,حضرة صاحب الجلالة السلطان هيثم بن طارق المعظم القائد الأعلى حفظه الله ورعاه يقيم مساء اليوم حفل عشاء بمناسبة يوم القوات المسلحة بقصر البركة العامر,1337444724651732992,0.0,146.0
951,0,0,no technique,,عين العرب نشطاء يدشنون هاشتاق عدن الغد تكذب بعد نشرها خبر كاذب عن سحب الأمارات مولدات كهربا قدمتها مساعده لمطار عدن,1190362446327959553,0.0,0.0
952,48,53,Loaded Language,خطفته,محمود ياسين فقد أول حب في عمره بحادث سيارة وخطفته عيون شهيره,1400211875011301377,44.0,49.0
953,16,46,Loaded Language,فقد أول حب في عمره بحادث سيارة,محمود ياسين فقد أول حب في عمره بحادث سيارة وخطفته عيون شهيره,1400211875011301377,12.0,42.0
954,148,165,Slogans,صحار العز والفخر,م عبدالله السعيدي ل الوصال مع مبادرة ريادة لاحظت في تفائل وفرح وأن البلد والاقتصاد يعتمد عليهم يحدث الآن وزارة العمل صحار العز والفخر عمان,1397876260802605058,117.0,133.0
955,0,21,Appeal to fear/prejudice,القطاعات تتهاوى تباعا,القطاعات تتهاوى تباعا مش هيدا لبنان اللي منعرفو,1395072465399861256,0.0,21.0
956,9,15,Loaded Language,تتهاوى,القطاعات تتهاوى تباعا مش هيدا لبنان اللي منعرفو,1395072465399861256,9.0,15.0
957,0,0,no technique,,وزارة الأوقاف الكويتية البحث عن حقيقة ماتم تداوله من وجود نسخة من القرآن الكريم داخل البلاد خالية من سورة النساء وتحديد المتسبب بذلك,1395055968497590278,0.0,0.0
958,6,84,Appeal to fear/prejudice,السيسي لن يستطيع أحد أن يأخذ نقطة مياه من مصر ومن يريد أن يجرب سيتحمل العواقب,عاجل السيسي لن يستطيع أحد أن يأخذ نقطة مياه من مصر ومن يريد أن يجرب سيتحمل العواقب اثيوبيا مصر السودان,1376869393628532736,5.0,82.0
959,77,84,Loaded Language,انفجار,وزير الصحة اللبناني شهيدا وأكثر من آلاف جريح وعدد من المفقودين جراء انفجار مرفأ بيروت,1290762682384232448,68.0,74.0
960,27,33,Name calling/Labeling,شهيدا,وزير الصحة اللبناني شهيدا وأكثر من آلاف جريح وعدد من المفقودين جراء انفجار مرفأ بيروت,1290762682384232448,20.0,25.0
961,24,33,Loaded Language,شهيدا,وزير الصحة اللبناني شهيدا وأكثر من آلاف جريح وعدد من المفقودين جراء انفجار مرفأ بيروت,1290762682384232448,20.0,25.0
962,34,54,Loaded Language,وأكثر من آلاف جريح,وزير الصحة اللبناني شهيدا وأكثر من آلاف جريح وعدد من المفقودين جراء انفجار مرفأ بيروت,1290762682384232448,26.0,44.0
963,0,0,no technique,,أغلى عسل في العالم يدخل موسوعة غينيس,1374122391513796611,0.0,0.0
964,25,33,Name calling/Labeling,الاحتلال,صور هذا هو بنك أهداف الاحتلال الذي صفقه في شمال القطاع ليلة أمس غزة تحت القصف,1393076747550216199,21.0,29.0
965,68,82,Slogans,غزة تحت القصف,صور هذا هو بنك أهداف الاحتلال الذي صفقه في شمال القطاع ليلة أمس غزة تحت القصف,1393076747550216199,64.0,77.0
966,83,101,Slogans,,صور هذا هو بنك أهداف الاحتلال الذي صفقه في شمال القطاع ليلة أمس غزة تحت القصف,1393076747550216199,0.0,0.0
967,101,117,Slogans,,صور هذا هو بنك أهداف الاحتلال الذي صفقه في شمال القطاع ليلة أمس غزة تحت القصف,1393076747550216199,0.0,0.0
968,118,136,Slogans,,صور هذا هو بنك أهداف الاحتلال الذي صفقه في شمال القطاع ليلة أمس غزة تحت القصف,1393076747550216199,0.0,0.0
969,137,158,Slogans,,صور هذا هو بنك أهداف الاحتلال الذي صفقه في شمال القطاع ليلة أمس غزة تحت القصف,1393076747550216199,0.0,0.0
970,13,43,Smears,أبي احمد شخص لا يمكن الثقة فيه,حقيقة أبي احمد شخص لا يمكن الثقة فيه,1375036354346778631,6.0,36.0
971,0,0,no technique,,يوم النصر إصرار إنتصار وبناء,1372699741289611264,0.0,0.0
972,0,0,no technique,,وتحدث قائلا لايمكن أن تتحمل الدولة المسؤولية وحدها في ارتفاع حوادث السير فالسائق كذلك يتحمل المسؤولية حينما لايتقيد بإجراءات السلامة والضوابط القانونية المنظمة للسير,1372295109983735816,0.0,0.0
973,52,63,Name calling/Labeling,جلالة الملك,بوريطة يستقبل وزير خارجية غامبيا الذي حمل رسالة إلى جلالة الملك الصحراء المغربية,1362421228246618113,52.0,63.0
974,64,81,Slogans,الصحراء المغربية,بوريطة يستقبل وزير خارجية غامبيا الذي حمل رسالة إلى جلالة الملك الصحراء المغربية,1362421228246618113,64.0,80.0
975,7,102,Appeal to fear/prejudice,الشرطة الفرنسية تلاحق عدد من النشطاء بعد دعوات لتنظيم مظاهرة في باريس للتنديد بالقصف على غزة,عاجل الشرطة الفرنسية تلاحق عدد من النشطاء بعد دعوات لتنظيم مظاهرة في باريس للتنديد بالقصف على غزة,1393551380493873158,5.0,97.0
976,87,93,Loaded Language,بالقصف,عاجل الشرطة الفرنسية تلاحق عدد من النشطاء بعد دعوات لتنظيم مظاهرة في باريس للتنديد بالقصف على غزة,1393551380493873158,83.0,89.0
977,79,86,Loaded Language,للتنديد,عاجل الشرطة الفرنسية تلاحق عدد من النشطاء بعد دعوات لتنظيم مظاهرة في باريس للتنديد بالقصف على غزة,1393551380493873158,75.0,82.0
978,19,24,Loaded Language,يجتاح,تطبيق دردشة أمريكي يجتاح مدن الصين ما قصته,1358477419745787921,19.0,24.0
979,66,74,Loaded Language,يفاجئهم,بمناسبة رمضان مدون أسترالي يدفع مشتريات الغرباء بالمتاجر هكذا يفاجئهم,1387980029158641669,62.0,69.0
980,16,58,Glittering generalities (Virtue),مدون أسترالي يدفع مشتريات الغرباء بالمتاجر,بمناسبة رمضان مدون أسترالي يدفع مشتريات الغرباء بالمتاجر هكذا يفاجئهم,1387980029158641669,14.0,56.0
